a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,a0_rms,a0_mav,a0_wl,a0_zc,a1_rms,a1_mav,a1_wl,a1_zc,a2_rms,a2_mav,a2_wl,a2_zc,a3_rms,a3_mav,a3_wl,a3_zc,a4_rms,a4_mav,a4_wl,a4_zc,label,action_name
387.00,627.00,145.00,616.00,42.00,182.31,62.02,24.49,17.46,263.64,59.26,146.85,53.00,31.46,130.78,93.59,94.76,206.20,62.04,136.66,134.00,81.74,41.22,46.28,48.27,161.09,53.60,161.47,148.00,131.58,99.63,92.31,160.80,323.96,214.57,175.45,438.00,33.19,26.34,30.54,16.40,50.55,82.17,81.87,51.00,328.53,326.94,638.00,10.00,608.58,607.88,576.00,9.00,141.56,139.38,529.00,11.00,610.80,608.62,910.00,9.00,41.16,39.19,305.00,10.00,2,손가락 펴기 (Open)
304.00,583.00,156.00,583.00,20.00,152.05,33.11,34.89,73.33,229.49,111.94,176.81,4.00,53.43,143.85,85.70,111.61,195.06,77.90,144.08,112.00,99.06,72.90,35.31,76.54,125.32,87.23,159.51,112.00,133.85,65.21,55.92,170.53,283.58,227.59,203.37,395.00,39.84,44.33,41.21,15.81,42.34,87.45,75.38,70.00,324.91,323.38,664.00,10.00,607.24,606.50,576.00,10.00,143.74,141.62,486.00,8.00,613.26,611.31,856.00,9.00,40.30,38.00,316.00,11.00,2,손가락 펴기 (Open)
369.00,616.00,130.00,594.00,42.00,166.25,43.61,52.66,102.53,165.55,154.33,205.88,69.00,23.17,89.18,53.11,150.80,140.37,132.66,155.45,57.00,96.77,37.50,12.67,67.36,110.33,127.55,150.89,68.00,143.43,98.19,86.95,140.04,261.72,258.46,218.28,362.00,39.50,33.07,28.91,28.46,54.18,83.03,68.14,84.00,329.09,327.44,697.00,10.00,610.56,609.94,565.00,11.00,140.80,138.88,468.00,10.00,611.21,609.25,845.00,8.00,41.05,38.88,318.00,11.00,2,손가락 펴기 (Open)
296.00,540.00,192.00,627.00,31.00,170.06,49.50,30.45,79.20,163.25,163.18,218.05,109.00,53.69,146.41,117.85,123.56,138.23,181.94,168.07,8.00,82.17,67.68,66.97,8.60,166.20,164.27,136.01,6.00,128.57,83.67,87.16,132.28,272.95,278.46,222.52,340.00,33.93,37.66,30.30,28.16,68.17,69.05,56.50,101.00,326.68,324.94,746.00,10.00,606.74,605.88,630.00,12.00,145.17,142.75,520.00,9.00,612.59,610.62,845.00,9.00,40.02,37.81,312.00,11.00,2,손가락 펴기 (Open)
336.00,638.00,130.00,540.00,18.00,157.63,26.52,14.71,58.25,186.12,154.48,219.50,133.00,36.32,135.04,106.25,80.96,181.64,195.55,173.62,52.00,85.40,66.37,62.12,5.83,173.18,164.68,132.27,4.00,157.43,84.71,56.79,163.25,304.50,291.62,220.02,308.00,29.99,36.22,22.73,40.79,71.12,81.98,68.04,88.00,328.16,326.44,778.00,11.00,609.52,608.62,695.00,12.00,144.58,142.12,534.00,10.00,610.77,608.62,932.00,10.00,39.52,37.00,292.00,10.00,2,손가락 펴기 (Open)
344.00,561.00,135.00,490.00,31.00,129.53,18.29,25.76,48.51,163.97,190.77,233.65,93.00,57.77,106.77,55.69,119.21,222.71,182.92,176.98,118.00,63.17,49.54,45.88,48.09,162.05,140.34,108.00,47.00,239.42,80.56,57.56,165.25,296.50,326.18,262.93,390.00,32.27,28.75,10.27,47.17,38.29,66.09,35.09,121.00,330.62,328.94,755.00,11.00,605.49,604.50,750.00,9.00,146.68,144.81,457.00,9.00,606.30,603.50,834.00,7.00,36.96,34.94,286.00,11.00,2,손가락 펴기 (Open)
245.00,540.00,135.00,638.00,64.00,154.64,10.85,32.42,21.19,183.07,216.85,255.12,65.00,108.56,65.09,13.20,91.79,254.31,234.08,197.65,53.00,92.45,82.29,83.06,60.00,124.73,103.81,83.27,86.00,316.87,95.79,136.68,89.19,221.39,247.12,194.35,308.00,33.63,40.92,17.55,64.08,33.04,76.90,18.04,140.00,329.25,327.19,766.00,11.00,601.64,600.44,692.00,9.00,144.09,142.38,367.00,8.00,600.54,598.38,742.00,7.00,38.67,36.12,302.00,10.00,2,손가락 펴기 (Open)
304.00,616.00,145.00,616.00,28.00,211.63,67.06,88.43,67.05,132.91,199.49,200.73,122.00,161.77,28.59,80.02,25.94,188.76,168.20,151.72,121.00,34.10,32.96,68.89,38.28,95.59,51.73,51.37,147.00,228.02,177.17,170.20,196.70,145.98,140.76,75.38,172.00,33.63,40.92,17.55,64.08,33.04,76.90,18.04,140.00,325.63,323.62,752.00,10.00,597.03,596.19,645.00,9.00,147.09,146.19,321.00,10.00,608.24,606.88,606.00,8.00,38.67,36.12,312.00,10.00,2,손가락 펴기 (Open)
336.00,605.00,135.00,583.00,33.00,167.89,50.57,88.14,69.86,149.87,230.35,152.81,170.00,139.59,62.40,78.31,39.41,190.38,152.58,117.77,165.00,39.08,31.96,64.00,33.62,99.68,52.06,49.24,152.00,240.39,124.09,118.28,224.02,193.24,158.54,35.40,117.00,16.89,32.16,30.18,83.82,23.26,62.51,29.44,119.00,328.49,326.62,776.00,11.00,599.71,598.94,634.00,9.00,146.79,145.88,303.00,9.00,604.78,603.44,617.00,7.00,37.16,34.81,289.00,10.00,2,손가락 펴기 (Open)
312.00,572.00,135.00,561.00,33.00,158.09,63.57,104.04,84.76,134.00,214.35,167.32,154.00,140.07,52.27,67.45,46.69,201.08,158.64,107.76,176.00,71.25,21.12,52.47,55.47,74.34,33.29,76.26,119.00,243.77,110.79,131.12,270.41,156.12,106.91,83.46,172.00,23.09,28.55,24.60,82.00,29.58,63.91,33.51,112.00,329.42,327.62,744.00,11.00,599.04,598.25,612.00,9.00,144.65,143.81,265.00,8.00,601.43,600.00,639.00,7.00,37.51,35.25,273.00,9.00,2,손가락 펴기 (Open)
320.00,616.00,130.00,605.00,42.00,168.22,33.37,93.13,100.00,129.69,192.94,190.85,122.00,135.00,49.37,58.69,63.81,189.16,137.02,129.74,154.00,71.25,21.12,52.47,55.47,74.34,33.29,76.26,119.00,241.63,118.76,142.10,265.21,150.56,117.30,72.50,161.00,23.09,28.55,24.60,82.00,29.58,63.91,33.51,112.00,327.37,325.62,728.00,11.00,597.60,596.88,623.00,10.00,144.65,143.81,265.00,8.00,600.73,599.31,661.00,7.00,37.51,35.25,279.00,10.00,2,손가락 펴기 (Open)
320.00,605.00,130.00,561.00,42.00,168.58,31.81,99.91,106.51,122.38,192.21,187.20,130.00,135.00,49.37,58.69,63.81,189.16,137.02,129.74,154.00,74.27,16.57,56.35,51.40,79.34,28.45,81.03,114.00,225.65,151.72,156.33,236.33,183.41,106.67,102.84,194.00,25.90,25.87,27.59,82.71,28.56,66.82,33.40,109.00,326.88,325.12,704.00,10.00,597.60,596.88,612.00,9.00,144.36,143.50,249.00,7.00,598.74,597.25,661.00,7.00,37.71,35.44,276.00,10.00,2,손가락 펴기 (Open)
266.00,540.00,135.00,540.00,36.00,160.58,63.52,132.36,90.71,152.49,222.32,193.31,92.00,103.45,92.28,98.06,35.74,230.97,135.22,164.10,111.00,80.22,4.85,54.46,43.66,75.31,38.84,69.40,130.00,166.51,229.51,125.98,298.61,180.06,95.71,71.65,96.00,25.90,25.87,27.59,82.71,28.56,66.82,33.40,109.00,324.80,322.75,710.00,9.00,595.07,594.19,644.00,9.00,143.37,142.50,249.00,7.00,592.69,591.12,649.00,7.00,37.71,35.44,266.00,9.00,2,손가락 펴기 (Open)
296.00,594.00,130.00,572.00,28.00,143.01,117.19,139.83,38.83,171.76,167.57,208.28,148.00,84.63,108.33,102.18,57.07,228.06,118.74,152.44,133.00,86.34,29.72,32.48,68.66,54.77,44.73,81.94,104.00,144.10,240.59,97.05,321.96,147.53,112.23,56.57,129.00,30.25,30.45,23.00,81.05,25.81,65.35,28.39,101.00,321.29,319.25,723.00,11.00,593.67,592.81,687.00,10.00,141.74,140.88,233.00,6.00,590.64,589.06,625.00,7.00,38.03,35.94,233.00,9.00,2,손가락 펴기 (Open)
336.00,605.00,145.00,661.00,51.00,129.49,137.93,117.30,63.63,139.04,186.72,186.15,115.00,63.32,112.76,86.32,65.00,208.77,140.74,156.31,111.00,86.97,22.78,41.79,67.19,45.65,54.45,85.03,94.00,144.10,240.59,97.05,321.96,147.53,112.23,56.57,129.00,28.94,20.48,32.98,71.20,34.51,57.78,20.97,91.00,319.02,317.19,698.00,11.00,592.25,591.44,676.00,10.00,142.35,141.50,227.00,6.00,590.64,589.06,691.00,8.00,37.10,35.31,219.00,9.00,2,손가락 펴기 (Open)
320.00,583.00,145.00,551.00,24.00,140.34,138.99,132.82,57.28,135.99,185.93,172.34,99.00,41.49,104.31,65.87,47.38,226.65,126.18,160.99,133.00,82.13,23.61,42.52,56.22,47.74,63.97,85.49,83.00,58.66,164.39,143.03,264.88,209.28,188.75,49.14,216.00,28.94,20.48,32.98,71.20,34.51,57.78,20.97,91.00,319.99,318.19,631.00,10.00,590.86,590.06,676.00,11.00,141.63,140.81,216.00,6.00,585.14,583.62,779.00,9.00,37.10,35.31,228.00,9.00,2,손가락 펴기 (Open)
352.00,594.00,140.00,561.00,28.00,108.78,113.43,131.74,25.61,167.18,162.89,137.89,64.00,21.80,76.72,74.92,34.00,235.45,126.36,142.73,100.00,78.66,21.79,47.43,56.00,42.76,62.65,87.03,88.00,6.49,110.52,194.00,311.89,165.15,174.09,52.31,161.00,40.36,23.71,24.37,85.00,32.52,49.11,7.16,77.00,317.46,316.00,580.00,9.00,588.73,588.00,643.00,11.00,141.31,140.50,210.00,7.00,581.67,580.19,756.00,7.00,36.26,34.44,210.00,8.00,2,손가락 펴기 (Open)
296.00,530.00,198.00,661.00,20.00,100.84,105.45,139.42,21.54,161.46,170.81,145.75,72.00,62.68,24.49,127.75,87.00,182.55,163.92,186.80,153.00,118.10,61.88,43.22,14.00,43.60,92.02,119.32,130.00,79.28,164.68,204.35,283.05,204.86,230.55,125.48,83.00,40.36,23.71,24.37,85.00,32.52,49.11,7.16,77.00,316.99,315.50,571.00,9.00,585.59,584.69,674.00,11.00,144.56,143.12,242.00,7.00,586.86,585.06,845.00,8.00,36.26,34.44,196.00,7.00,2,손가락 펴기 (Open)
378.00,616.00,151.00,594.00,20.00,109.55,112.41,134.04,13.60,165.16,178.07,153.38,81.00,62.68,24.49,127.75,87.00,182.55,163.92,186.80,153.00,138.99,80.00,64.22,25.24,22.95,71.40,98.73,109.00,79.28,164.68,204.35,283.05,204.86,230.55,125.48,83.00,61.81,44.08,26.94,63.35,21.51,68.75,16.08,55.00,317.65,316.06,580.00,9.00,585.59,584.69,684.00,11.00,145.83,144.44,227.00,6.00,586.86,585.06,879.00,8.00,35.07,33.06,185.00,6.00,2,손가락 펴기 (Open)
369.00,583.00,186.00,661.00,26.00,173.80,141.41,183.73,65.92,92.36,180.75,124.81,8.00,30.20,42.64,162.49,130.00,157.74,141.64,145.97,110.00,133.71,78.28,62.16,22.47,22.91,68.37,92.82,103.00,104.56,147.71,221.53,293.43,210.25,252.24,155.30,49.00,66.07,46.72,31.89,62.51,17.32,64.17,11.19,60.00,322.39,320.62,549.00,8.00,588.16,587.38,619.00,11.00,145.34,144.06,200.00,5.00,589.19,587.19,859.00,7.00,34.81,32.75,178.00,6.00,2,손가락 펴기 (Open)
352.00,572.00,135.00,540.00,28.00,185.56,140.34,197.82,70.38,98.18,167.27,121.87,24.00,74.57,70.90,115.92,145.79,92.48,176.38,107.85,44.00,136.88,75.87,58.42,17.89,27.76,69.97,88.68,98.00,104.56,147.71,221.53,293.43,210.25,252.24,155.30,49.00,60.57,49.54,30.84,52.61,10.02,61.37,6.86,70.00,323.45,321.62,558.00,8.00,583.90,583.25,553.00,10.00,145.63,144.38,246.00,6.00,589.19,587.19,930.00,8.00,35.22,33.38,167.00,6.00,2,손가락 펴기 (Open)
312.00,561.00,162.00,583.00,31.00,173.66,164.73,202.94,100.69,80.49,135.99,109.74,56.00,74.57,70.90,115.92,145.79,92.48,176.38,107.85,44.00,147.33,50.83,35.61,24.84,25.22,46.71,105.69,125.00,151.20,73.77,131.32,274.26,139.38,194.36,205.88,44.00,60.57,49.54,30.84,52.61,10.02,61.37,6.86,70.00,321.42,319.62,499.00,8.00,583.90,583.25,543.00,10.00,147.34,146.06,273.00,3.00,594.46,593.00,825.00,7.00,35.22,33.38,137.00,5.00,2,손가락 펴기 (Open)
304.00,470.00,224.00,510.00,6.00,177.98,106.70,144.92,102.14,21.63,116.59,87.70,115.00,119.30,125.58,185.15,130.06,155.64,233.51,149.82,26.00,178.89,43.52,106.63,106.71,63.84,135.49,109.07,36.00,152.24,135.32,189.88,146.49,230.49,80.48,280.45,172.00,71.79,22.14,43.92,10.00,48.40,12.73,52.59,12.00,324.55,323.31,448.00,8.00,580.11,578.88,558.00,7.00,153.97,151.62,325.00,5.00,586.68,585.00,876.00,7.00,31.41,29.75,126.00,5.00,2,손가락 펴기 (Open)
361.00,616.00,125.00,530.00,26.00,178.45,90.51,121.67,157.29,66.00,92.00,124.62,58.00,119.30,125.58,185.15,130.06,155.64,233.51,149.82,26.00,175.69,26.52,94.78,112.01,74.21,149.76,124.84,16.00,223.59,175.47,178.00,163.68,168.17,166.47,256.74,86.00,72.27,24.10,45.55,8.49,47.57,14.40,50.82,14.00,328.18,326.88,473.00,8.00,580.11,578.88,693.00,8.00,152.87,150.38,414.00,4.00,581.41,579.62,863.00,9.00,31.30,29.62,141.00,4.00,2,손가락 펴기 (Open)
296.00,540.00,162.00,605.00,42.00,191.35,68.15,91.70,170.00,79.56,63.33,163.41,18.00,144.83,112.01,140.05,143.60,140.22,208.76,214.74,91.00,170.01,38.88,81.92,87.21,65.34,153.68,151.32,11.00,201.67,178.29,197.67,144.40,180.30,182.52,263.49,64.00,74.04,17.38,48.23,16.16,54.22,23.23,45.61,23.00,325.77,324.38,514.00,8.00,576.08,574.81,736.00,8.00,154.50,152.06,451.00,7.00,582.81,581.00,916.00,9.00,31.97,30.19,157.00,5.00,2,손가락 펴기 (Open)
273.00,572.00,130.00,551.00,22.00,221.51,36.22,56.03,205.99,106.12,101.91,125.22,57.00,144.83,112.01,140.05,143.60,140.22,208.76,214.74,91.00,172.58,39.02,86.91,85.09,60.51,151.12,156.21,16.00,211.24,170.10,190.40,139.54,190.02,183.54,270.37,54.00,67.95,19.60,37.23,22.67,64.10,31.05,45.34,34.00,323.57,321.94,529.00,8.00,576.08,574.81,724.00,7.00,154.23,151.75,478.00,8.00,582.21,580.38,926.00,9.00,31.37,29.50,168.00,6.00,2,손가락 펴기 (Open)
336.00,572.00,156.00,616.00,33.00,205.99,52.18,55.96,212.12,120.40,114.89,112.65,73.00,144.36,68.18,139.32,131.11,114.17,166.49,246.63,135.00,152.27,25.25,79.75,109.42,49.05,126.18,178.28,42.00,202.81,180.97,186.58,149.40,192.10,177.04,280.51,43.00,61.07,19.04,34.79,29.41,64.92,31.11,41.87,25.00,324.58,322.94,592.00,9.00,573.24,572.06,713.00,7.00,155.73,153.38,504.00,9.00,582.93,581.06,947.00,9.00,30.70,28.94,179.00,7.00,2,손가락 펴기 (Open)
336.00,583.00,151.00,561.00,28.00,190.15,65.04,42.94,226.77,122.16,112.76,120.72,57.00,140.52,52.78,160.72,109.33,101.55,177.53,237.24,113.00,132.60,14.80,98.54,104.81,34.24,145.21,166.21,21.00,202.81,180.97,186.58,149.40,192.10,177.04,280.51,43.00,48.18,15.89,47.33,24.19,51.40,21.49,51.93,39.00,325.59,323.94,538.00,9.00,571.81,570.69,659.00,7.00,156.91,154.69,504.00,10.00,582.93,581.06,981.00,10.00,29.68,28.06,178.00,8.00,2,손가락 펴기 (Open)
304.00,540.00,168.00,616.00,28.00,158.83,82.34,18.93,214.90,85.44,92.16,119.36,95.00,140.52,52.78,160.72,109.33,101.55,177.53,237.24,113.00,99.60,25.35,124.45,72.18,66.94,136.45,174.81,54.00,211.51,185.70,167.44,87.05,134.33,122.55,351.88,33.00,40.20,13.22,53.28,16.28,56.82,29.31,44.29,31.00,327.66,326.31,540.00,10.00,571.81,570.69,648.00,7.00,158.89,156.75,516.00,9.00,587.63,585.81,1004.00,9.00,29.14,27.56,170.00,6.00,2,손가락 펴기 (Open)
361.00,649.00,125.00,583.00,28.00,139.08,100.04,82.63,152.43,136.84,154.45,103.99,30.00,186.34,33.76,195.89,55.66,127.33,225.55,222.45,168.00,104.22,24.13,125.48,71.45,68.56,139.46,174.70,59.00,218.67,180.52,177.49,95.43,129.59,121.03,343.57,22.00,40.20,13.22,53.28,16.28,56.82,29.31,44.29,31.00,331.71,330.38,557.00,10.00,575.54,574.12,746.00,8.00,158.64,156.44,544.00,10.00,588.30,586.50,948.00,9.00,29.14,27.56,147.00,6.00,2,손가락 펴기 (Open)
328.00,540.00,180.00,616.00,33.00,136.93,101.74,79.21,150.00,136.25,161.27,101.65,22.00,121.90,84.22,138.89,71.51,112.66,287.66,196.60,233.00,82.98,28.31,91.14,106.30,49.40,174.24,164.24,94.00,179.23,223.66,148.60,76.30,84.60,91.01,326.39,23.00,29.03,4.88,35.42,34.13,38.82,37.02,29.25,13.00,331.21,329.88,574.00,10.00,571.48,570.06,833.00,9.00,160.86,158.62,599.00,11.00,585.24,583.69,871.00,9.00,27.47,26.44,125.00,5.00,2,손가락 펴기 (Open)
320.00,605.00,135.00,583.00,24.00,136.93,101.74,79.21,150.00,136.25,161.27,101.65,22.00,143.41,64.62,135.98,89.04,93.23,299.23,184.04,255.00,84.57,29.73,97.30,107.52,39.45,182.09,158.85,104.00,210.85,196.66,133.41,45.22,78.87,60.26,329.98,55.00,29.03,4.88,35.42,34.13,38.82,37.02,29.25,13.00,331.21,329.88,550.00,9.00,572.91,571.44,887.00,10.00,160.32,158.00,639.00,12.00,587.17,585.69,894.00,10.00,27.47,26.44,130.00,6.00,2,손가락 펴기 (Open)
352.00,583.00,168.00,638.00,45.00,136.93,101.74,79.21,150.00,136.25,161.27,101.65,22.00,134.39,68.10,146.39,83.63,84.64,297.24,175.20,266.00,93.58,13.65,112.85,80.05,35.69,187.91,137.30,132.00,286.08,198.20,56.41,76.28,29.13,134.02,296.82,22.00,28.32,16.85,28.92,51.09,29.64,51.38,34.58,30.00,331.21,329.88,526.00,9.00,572.20,570.75,845.00,9.00,161.99,159.75,614.00,12.00,592.07,590.50,849.00,10.00,28.84,27.50,143.00,6.00,2,손가락 펴기 (Open)
296.00,540.00,168.00,530.00,14.00,136.93,101.74,79.21,150.00,136.25,161.27,101.65,22.00,139.84,72.46,140.10,74.79,88.31,289.17,165.56,276.00,73.35,39.95,84.69,78.92,65.53,175.44,109.77,162.00,190.18,112.75,161.33,108.23,106.66,233.99,231.88,153.00,29.71,11.92,34.75,51.79,23.64,57.11,36.09,36.00,331.21,329.88,500.00,9.00,572.79,571.38,802.00,9.00,159.86,157.88,567.00,11.00,583.77,582.31,890.00,9.00,28.62,27.12,174.00,7.00,2,손가락 펴기 (Open)
361.00,661.00,130.00,649.00,45.00,120.50,98.87,63.87,146.15,153.24,146.92,85.33,5.00,155.70,116.44,167.24,65.49,43.37,333.77,210.33,231.00,56.96,59.14,87.59,58.25,59.10,194.70,130.73,141.00,209.02,163.84,167.08,88.36,131.86,255.24,201.92,208.00,22.82,28.20,28.97,27.51,25.80,72.52,42.74,61.00,330.02,328.81,556.00,10.00,575.91,574.19,890.00,10.00,158.70,156.56,570.00,11.00,587.42,585.75,942.00,12.00,30.34,28.69,199.00,10.00,2,손가락 펴기 (Open)
328.00,583.00,156.00,616.00,33.00,92.03,72.49,40.99,105.99,144.28,159.79,119.58,46.00,155.70,116.44,167.24,65.49,43.37,333.77,210.33,231.00,31.39,77.00,117.39,59.77,36.72,167.44,102.89,171.00,210.09,125.50,122.54,43.74,116.89,246.32,170.42,253.00,22.78,31.30,35.84,30.53,19.01,72.69,42.09,54.00,327.31,326.25,572.00,10.00,575.91,574.19,957.00,9.00,156.67,154.69,545.00,13.00,584.36,582.94,854.00,9.00,30.77,29.12,209.00,10.00,2,손가락 펴기 (Open)
328.00,594.00,125.00,561.00,39.00,89.78,49.95,62.22,114.06,123.44,169.34,105.76,22.00,150.98,122.05,169.24,66.49,61.72,331.76,225.06,209.00,22.37,77.85,122.44,69.38,46.55,170.84,109.92,161.00,200.41,130.24,134.86,51.87,96.57,230.29,152.25,274.00,22.77,30.78,42.75,40.31,22.94,64.77,39.33,65.00,325.74,324.75,532.00,9.00,577.30,575.56,957.00,9.00,156.15,154.06,549.00,13.00,585.59,584.25,866.00,12.00,31.51,29.81,212.00,10.00,2,손가락 펴기 (Open)
304.00,583.00,174.00,605.00,31.00,93.40,42.56,68.08,121.33,130.06,161.74,107.09,30.00,140.97,114.44,150.91,45.22,47.11,348.50,217.91,231.00,34.29,85.53,129.72,73.41,50.65,166.41,115.33,149.00,184.84,121.69,126.09,35.81,111.61,252.26,173.98,252.00,22.77,30.78,42.75,40.31,22.94,64.77,39.33,65.00,325.27,324.25,548.00,10.00,578.67,576.94,877.00,9.00,156.95,154.81,536.00,14.00,586.99,585.62,837.00,13.00,31.51,29.81,195.00,9.00,2,손가락 펴기 (Open)
320.00,638.00,120.00,605.00,42.00,81.46,50.44,74.61,128.63,128.09,147.58,105.29,46.00,119.29,89.28,88.65,159.89,146.00,182.13,260.31,63.00,71.96,18.78,42.87,47.63,80.42,84.84,164.44,45.00,106.36,56.57,31.80,69.26,169.59,201.18,85.13,347.00,31.13,6.81,6.75,16.03,14.07,45.51,24.81,101.00,326.23,325.25,507.00,9.00,588.63,587.44,786.00,10.00,149.66,148.31,491.00,12.00,592.60,591.56,817.00,13.00,33.18,32.06,186.00,11.00,2,손가락 펴기 (Open)
328.00,649.00,120.00,594.00,39.00,112.60,63.65,42.10,101.53,97.48,142.15,96.30,79.00,130.11,98.03,121.59,171.73,145.58,202.41,255.97,96.00,76.82,22.07,46.22,50.93,81.09,89.74,162.52,50.00,54.79,33.10,51.80,107.62,118.02,185.44,134.04,283.00,39.07,15.56,12.17,29.02,11.54,40.52,30.08,88.00,324.04,323.19,450.00,9.00,590.84,589.50,721.00,9.00,149.40,148.00,454.00,11.00,596.38,595.56,753.00,13.00,33.96,32.88,173.00,10.00,2,손가락 펴기 (Open)
312.00,561.00,174.00,672.00,33.00,96.71,47.80,47.41,92.11,86.30,153.33,89.64,95.00,133.11,92.94,130.13,153.18,125.61,204.70,250.07,75.00,67.47,24.89,35.37,60.22,92.82,99.92,163.11,62.00,34.20,65.50,112.45,85.01,111.53,240.54,107.68,350.00,36.48,15.17,7.30,30.08,20.53,33.10,38.03,79.00,324.98,324.19,443.00,10.00,592.07,590.81,777.00,10.00,150.24,148.75,476.00,11.00,600.85,599.75,777.00,13.00,33.34,32.31,159.00,9.00,2,손가락 펴기 (Open)
336.00,583.00,135.00,540.00,22.00,52.35,37.07,49.84,51.24,80.63,90.36,140.15,32.00,131.69,84.44,123.47,148.03,133.22,195.88,256.76,86.00,65.47,29.70,36.29,63.25,90.12,98.75,160.87,57.00,33.50,63.34,111.83,96.01,102.60,251.17,111.03,361.00,36.48,15.17,7.30,30.08,20.53,33.10,38.03,79.00,328.65,328.12,404.00,8.00,592.74,591.50,799.00,10.00,150.52,149.06,489.00,11.00,600.22,599.06,844.00,13.00,33.34,32.31,159.00,9.00,2,손가락 펴기 (Open)
344.00,583.00,125.00,530.00,57.00,52.80,45.06,46.96,58.94,86.93,95.95,132.19,40.00,126.98,73.46,112.77,157.99,137.72,206.80,247.20,75.00,71.99,16.00,7.06,89.44,111.28,118.47,139.23,26.00,106.04,134.87,193.95,129.56,182.24,220.37,81.86,275.00,30.06,10.09,18.89,43.19,40.98,51.62,17.67,103.00,329.17,328.62,412.00,8.00,593.41,592.19,788.00,10.00,148.70,147.12,494.00,11.00,595.07,593.69,799.00,10.00,35.30,33.81,189.00,9.00,2,손가락 펴기 (Open)
252.00,551.00,151.00,572.00,31.00,73.47,58.55,130.80,89.50,164.69,128.62,56.94,124.00,151.52,97.56,121.70,147.73,169.67,227.94,215.54,43.00,71.99,16.00,7.06,89.44,111.28,118.47,139.23,26.00,95.12,124.86,187.78,137.91,183.74,226.73,79.67,264.00,29.34,12.91,20.82,45.25,38.97,50.93,18.85,100.00,324.44,323.38,472.00,10.00,591.49,590.19,777.00,10.00,148.70,147.12,503.00,12.00,595.72,594.38,786.00,11.00,35.46,34.00,215.00,10.00,2,손가락 펴기 (Open)
304.00,561.00,140.00,583.00,36.00,73.47,58.55,130.80,89.50,164.69,128.62,56.94,124.00,131.18,95.98,137.10,127.35,177.77,228.70,195.19,22.00,67.53,43.40,28.80,65.60,112.74,139.52,111.37,2.00,124.88,139.41,171.13,119.85,156.76,259.41,69.26,231.00,25.81,18.06,18.98,40.00,36.05,47.01,19.85,108.00,324.44,323.38,467.00,9.00,592.71,591.50,678.00,9.00,146.88,145.38,471.00,12.00,593.64,592.31,764.00,8.00,35.91,34.50,220.00,11.00,2,손가락 펴기 (Open)
344.00,661.00,92.00,520.00,61.00,77.28,68.81,119.88,77.16,150.08,116.49,58.39,141.00,119.28,105.07,147.83,124.78,185.96,236.64,204.83,34.00,64.20,68.77,55.27,52.47,141.65,139.01,143.37,31.00,175.42,139.95,108.28,178.37,214.05,212.95,113.59,294.00,25.26,39.15,16.68,24.02,68.92,78.85,24.84,75.00,323.29,322.31,474.00,10.00,593.54,592.25,669.00,9.00,145.34,143.31,464.00,11.00,589.97,588.38,794.00,7.00,38.38,36.56,240.00,11.00,2,손가락 펴기 (Open)
245.00,561.00,156.00,605.00,36.00,110.07,105.95,44.59,58.14,223.13,199.45,68.05,58.00,101.69,125.96,148.19,145.52,166.66,215.66,194.53,13.00,63.00,78.53,59.40,76.32,124.88,121.32,124.45,7.00,182.33,134.53,105.49,182.00,214.00,212.67,102.77,283.00,26.30,40.17,16.88,27.02,67.66,76.36,23.46,78.00,318.66,317.12,565.00,9.00,594.76,593.56,704.00,9.00,143.60,141.81,483.00,11.00,589.26,587.69,846.00,7.00,38.55,36.75,256.00,12.00,2,손가락 펴기 (Open)
304.00,616.00,105.00,551.00,36.00,117.25,108.40,52.17,72.80,223.78,188.20,63.42,74.00,96.43,133.25,138.53,147.51,166.62,223.92,195.64,24.00,62.65,77.64,43.23,84.53,114.44,151.32,140.32,37.00,194.50,104.45,133.14,152.54,184.55,236.37,134.28,315.00,29.06,37.11,9.12,29.15,60.00,79.42,26.69,66.00,317.68,316.12,592.00,9.00,595.46,594.25,737.00,7.00,142.02,139.94,501.00,11.00,587.33,585.69,845.00,7.00,39.13,37.50,235.00,11.00,2,손가락 펴기 (Open)
312.00,561.00,192.00,696.00,39.00,128.87,93.56,91.51,69.43,186.18,191.04,67.26,34.00,100.10,135.69,156.49,169.06,146.82,226.76,191.11,46.00,70.63,93.67,67.16,106.63,90.81,169.40,148.27,61.00,198.77,159.66,97.09,184.86,147.22,294.16,186.32,373.00,29.39,41.94,15.09,34.79,54.17,76.97,27.96,60.00,315.05,313.62,544.00,8.00,594.14,592.88,749.00,10.00,143.91,141.44,588.00,12.00,591.44,589.31,882.00,7.00,38.72,37.12,207.00,10.00,2,손가락 펴기 (Open)
