a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,a0_rms,a0_mav,a0_wl,a0_zc,a0_ssc,a0_wamp,a1_rms,a1_mav,a1_wl,a1_zc,a1_ssc,a1_wamp,a2_rms,a2_mav,a2_wl,a2_zc,a2_ssc,a2_wamp,a3_rms,a3_mav,a3_wl,a3_zc,a3_ssc,a3_wamp,a4_rms,a4_mav,a4_wl,a4_zc,a4_ssc,a4_wamp,label,action_name
-2.00,5.50,1.88,22.00,3.38,17.32,18.37,14.18,40.79,37.96,44.35,24.86,16.00,66.26,31.31,86.60,56.09,92.87,58.10,27.96,22.00,30.38,17.29,29.24,44.05,49.79,15.39,6.83,6.00,18.13,35.20,75.68,56.09,48.32,14.58,47.51,110.00,10.26,11.19,12.06,10.00,15.11,5.89,14.17,38.00,7.21,5.75,144.00,9.00,8.00,4.00,15.06,11.00,231.00,7.00,4.00,10.00,7.29,6.00,111.00,8.00,4.00,5.00,12.90,9.62,242.00,6.00,7.00,11.00,3.60,3.05,78.00,11.00,10.00,1.00,0,휴식 (Relax)
-8.50,4.81,2.56,10.31,-4.62,21.52,5.74,12.49,43.08,33.20,33.45,8.43,40.00,60.76,28.08,96.73,55.00,85.74,53.31,37.14,33.00,24.18,17.61,26.56,38.01,42.20,15.74,14.88,17.00,23.08,34.49,83.74,59.24,52.94,22.47,41.86,99.00,10.26,11.19,12.06,10.00,15.11,5.89,14.17,38.00,6.61,4.75,136.00,8.00,8.00,3.00,15.05,10.91,231.00,7.00,4.00,10.00,6.52,5.31,100.00,8.00,4.00,4.00,13.17,10.40,253.00,9.00,8.00,12.00,3.60,3.05,81.00,11.00,10.00,1.00,0,휴식 (Relax)
22.00,4.12,-7.75,-21.31,-1.50,25.15,19.60,28.04,65.97,17.69,19.60,28.78,64.00,53.09,20.62,104.69,66.00,80.83,49.79,31.38,22.00,17.85,16.34,36.81,48.10,38.10,7.01,11.09,6.00,26.73,51.39,92.84,80.08,43.36,44.24,29.77,77.00,12.21,13.14,13.53,11.66,13.53,7.71,12.21,36.00,8.72,6.75,160.00,8.00,8.00,4.00,15.00,10.66,220.00,6.00,3.00,9.00,6.79,5.59,100.00,8.00,3.00,4.00,14.27,11.86,253.00,8.00,7.00,12.00,3.62,3.12,75.00,10.00,10.00,1.00,0,휴식 (Relax)
-1.50,-16.50,7.25,8.94,2.75,18.60,13.86,22.63,64.50,9.83,13.86,36.73,72.00,73.33,42.36,113.78,69.57,58.83,33.31,38.05,0.00,31.18,28.35,29.10,45.01,22.37,9.39,23.33,10.00,26.05,13.67,49.71,80.08,7.04,79.67,34.02,33.00,2.24,7.13,6.24,20.59,6.24,16.65,2.24,24.00,8.59,6.25,176.00,8.00,9.00,5.00,15.56,11.69,198.00,6.00,2.00,9.00,6.75,5.62,94.00,8.00,4.00,4.00,11.81,10.31,242.00,10.00,7.00,12.00,2.97,2.75,68.00,12.00,9.00,0.00,0,휴식 (Relax)
-1.50,-7.56,-2.69,8.94,2.75,18.60,13.86,22.63,64.50,9.83,13.86,36.73,72.00,40.41,26.56,81.14,39.66,55.81,4.56,68.13,33.00,14.20,12.88,18.93,28.02,18.38,23.58,40.32,27.00,26.05,13.67,49.71,80.08,7.04,79.67,34.02,33.00,2.24,7.13,6.24,20.59,6.24,16.65,2.24,24.00,8.59,6.25,168.00,8.00,8.00,5.00,12.12,9.37,187.00,6.00,3.00,9.00,5.86,4.90,105.00,9.00,5.00,5.00,11.81,10.31,231.00,9.00,6.00,11.00,2.97,2.75,63.00,11.00,8.00,0.00,0,휴식 (Relax)
5.50,12.38,4.00,-2.06,-2.25,34.58,9.27,7.36,64.50,13.88,28.46,29.35,56.00,19.20,55.08,80.67,64.14,24.21,36.36,35.35,0.00,5.16,15.75,8.01,29.73,7.85,21.26,30.32,16.00,26.05,13.67,49.71,80.08,7.04,79.67,34.02,33.00,2.24,7.13,6.24,20.59,6.24,16.65,2.24,24.00,8.35,6.44,152.00,8.00,7.00,4.00,11.59,8.59,165.00,6.00,2.00,9.00,4.66,4.12,89.00,9.00,5.00,4.00,11.81,10.31,231.00,9.00,5.00,11.00,2.97,2.75,63.00,11.00,7.00,0.00,0,휴식 (Relax)
6.00,2.75,-7.00,-22.00,-1.94,27.49,13.69,10.05,56.57,14.10,33.05,31.50,48.00,25.31,36.36,59.28,56.09,16.59,55.08,20.26,22.00,5.16,15.75,8.01,29.73,7.85,21.26,30.32,16.00,45.94,20.62,31.29,112.18,35.22,49.79,38.45,0.00,3.05,5.69,9.37,23.43,6.33,12.07,7.12,19.00,7.75,5.75,136.00,7.00,7.00,3.00,9.92,7.56,154.00,6.00,3.00,9.00,4.66,4.12,95.00,10.00,6.00,5.00,12.90,11.00,231.00,6.00,4.00,11.00,2.93,2.69,58.00,8.00,6.00,0.00,0,휴식 (Relax)
-9.50,-17.88,-2.00,-11.00,-0.06,23.66,21.68,9.99,58.24,20.84,34.55,26.43,56.00,38.86,40.80,48.81,77.78,6.15,51.88,30.16,0.00,5.16,15.75,8.01,29.73,7.85,21.26,30.32,16.00,45.94,20.62,31.29,112.18,35.22,49.79,38.45,0.00,1.95,4.31,7.70,25.00,5.17,10.17,9.07,17.00,8.11,6.06,152.00,8.00,7.00,4.00,10.91,8.77,165.00,6.00,3.00,9.00,4.66,4.12,94.00,9.00,6.00,5.00,12.90,11.00,220.00,5.00,4.00,11.00,2.88,2.57,55.00,9.00,5.00,0.00,0,휴식 (Relax)
-9.00,-17.19,-1.62,0.69,2.94,25.25,27.71,7.21,65.97,15.75,27.71,33.32,48.00,45.35,51.39,57.66,80.08,12.77,44.24,27.33,11.00,10.08,17.72,13.94,24.17,1.90,17.72,30.27,22.00,56.77,25.43,40.89,101.41,30.52,44.89,37.87,11.00,1.95,4.31,7.70,25.00,5.17,10.17,9.07,17.00,8.43,6.38,152.00,8.00,7.00,4.00,11.65,9.54,165.00,6.00,3.00,9.00,4.57,3.91,88.00,8.00,6.00,5.00,12.58,10.48,209.00,7.00,4.00,11.00,2.88,2.57,53.00,9.00,5.00,0.00,0,휴식 (Relax)
-1.00,-6.19,8.69,0.00,-2.06,25.25,27.71,7.21,65.97,15.75,27.71,33.32,48.00,45.35,51.39,57.66,80.08,12.77,44.24,27.33,11.00,0.94,23.35,15.24,22.02,9.96,23.35,28.98,33.00,47.75,28.96,42.83,99.61,19.62,50.49,36.18,22.00,1.95,4.31,7.70,25.00,5.17,10.17,9.07,17.00,8.43,6.38,152.00,7.00,6.00,4.00,11.65,9.54,165.00,5.00,3.00,9.00,5.07,4.48,99.00,9.00,6.00,6.00,12.30,9.62,209.00,4.00,4.00,11.00,2.88,2.57,58.00,10.00,6.00,0.00,0,휴식 (Relax)
14.50,4.81,-2.31,-11.00,-0.19,18.27,32.98,14.43,73.76,8.35,32.98,25.85,56.00,45.35,51.39,57.66,80.08,12.77,44.24,27.33,11.00,0.94,23.35,15.24,22.02,9.96,23.35,28.98,33.00,47.75,28.96,42.83,99.61,19.62,50.49,36.18,22.00,3.78,4.42,8.88,23.85,3.88,8.39,8.93,19.00,9.04,7.06,160.00,7.00,6.00,5.00,11.65,9.54,176.00,6.00,3.00,10.00,5.07,4.48,104.00,9.00,7.00,7.00,12.30,9.62,198.00,3.00,4.00,11.00,2.83,2.46,55.00,9.00,7.00,0.00,0,휴식 (Relax)
-1.50,4.81,-6.62,0.69,2.81,18.27,32.98,14.43,73.76,8.35,32.98,25.85,56.00,45.35,51.39,57.66,80.08,12.77,44.24,27.33,11.00,10.49,17.09,16.03,25.06,18.70,17.09,37.14,22.00,50.19,20.11,39.00,99.00,16.00,42.11,44.67,11.00,3.78,4.42,8.88,23.85,3.88,8.39,8.93,19.00,9.04,7.06,168.00,8.00,6.00,6.00,11.65,9.54,176.00,6.00,3.00,10.00,5.27,4.53,109.00,9.00,7.00,7.00,11.97,9.20,209.00,8.00,5.00,12.00,2.83,2.46,58.00,10.00,7.00,0.00,0,휴식 (Relax)
-17.00,-5.50,-1.25,-8.94,2.81,26.18,28.11,21.84,81.58,1.99,38.91,29.69,48.00,37.90,40.80,52.49,83.77,12.20,51.88,38.31,22.00,16.30,20.32,22.03,20.00,14.80,15.59,31.34,28.00,53.58,29.81,58.33,77.00,37.37,47.51,23.63,33.00,3.78,4.42,8.88,23.85,3.88,8.39,8.93,19.00,9.75,7.38,176.00,8.00,6.00,7.00,11.67,9.62,165.00,7.00,2.00,10.00,5.15,4.22,103.00,8.00,7.00,6.00,11.81,9.45,198.00,8.00,5.00,12.00,2.83,2.46,50.00,9.00,6.00,0.00,0,휴식 (Relax)
-8.50,-3.44,-1.56,1.38,-0.50,33.38,30.98,27.69,80.40,9.90,30.98,28.93,56.00,19.34,19.05,79.23,55.00,20.80,19.05,13.26,11.00,12.48,15.34,20.76,23.35,18.16,12.27,26.37,33.00,55.03,18.83,51.09,77.78,44.12,45.45,12.64,44.00,7.95,8.11,8.64,19.85,3.07,8.62,4.57,14.00,9.99,7.69,176.00,7.00,6.00,7.00,9.30,7.99,132.00,6.00,2.00,9.00,4.91,4.02,98.00,8.00,7.00,6.00,11.59,8.77,198.00,8.00,6.00,12.00,2.50,2.19,45.00,9.00,5.00,0.00,0,휴식 (Relax)
15.00,17.19,-1.56,1.38,-0.31,28.32,23.44,30.69,88.36,15.24,27.03,33.11,64.00,34.16,19.05,63.77,70.43,35.71,19.05,27.42,33.00,12.48,15.34,20.76,23.35,18.16,12.27,26.37,33.00,55.03,18.83,51.09,77.78,44.12,45.45,12.64,44.00,6.16,7.81,5.69,21.93,3.11,7.81,2.01,11.00,10.54,8.38,184.00,7.00,5.00,7.00,10.27,8.94,154.00,7.00,2.00,10.00,4.91,4.02,98.00,8.00,7.00,6.00,11.59,8.77,198.00,8.00,6.00,12.00,2.42,2.02,42.00,8.00,4.00,0.00,0,휴식 (Relax)
-1.50,5.50,-6.25,1.38,-0.31,27.97,16.34,38.65,88.00,18.75,25.08,26.47,56.00,45.05,20.33,69.84,64.14,39.13,8.42,16.52,22.00,13.27,16.67,17.03,27.20,19.11,16.67,29.68,28.00,55.03,18.83,51.09,77.78,44.12,45.45,12.64,44.00,6.16,7.81,5.69,21.93,3.11,7.81,2.01,11.00,10.28,8.06,192.00,8.00,5.00,8.00,10.29,8.94,154.00,6.00,3.00,10.00,5.15,4.22,97.00,7.00,7.00,6.00,11.59,8.77,176.00,8.00,5.00,11.00,2.42,2.02,39.00,7.00,3.00,0.00,0,휴식 (Relax)
-9.00,-4.81,4.75,13.06,5.50,25.20,19.60,37.07,96.00,26.55,19.60,18.92,48.00,34.57,26.56,59.28,73.79,50.11,4.56,6.25,11.00,13.27,16.67,17.03,27.20,19.11,16.67,29.68,28.00,44.20,12.75,49.57,66.91,41.42,39.13,12.86,55.00,5.91,4.83,4.83,24.21,6.05,10.80,5.01,14.00,10.54,8.38,192.00,8.00,4.00,8.00,10.27,8.94,165.00,7.00,3.00,11.00,5.15,4.22,108.00,8.00,8.00,7.00,10.45,8.34,176.00,8.00,5.00,11.00,2.72,2.25,37.00,7.00,2.00,0.00,0,휴식 (Relax)
-1.50,16.50,4.75,13.06,-2.69,30.44,22.38,30.23,96.33,29.26,11.79,10.92,40.00,43.30,15.56,61.21,79.32,54.82,15.56,9.27,0.00,13.27,16.67,17.03,27.20,19.11,16.67,29.68,28.00,44.20,12.75,49.57,66.91,41.42,39.13,12.86,55.00,6.00,3.88,2.36,22.47,6.03,9.11,2.44,11.00,10.28,8.06,168.00,7.00,4.00,7.00,11.00,9.62,187.00,8.00,4.00,12.00,5.15,4.22,97.00,7.00,7.00,6.00,10.45,8.34,143.00,7.00,4.00,10.00,2.42,2.11,42.00,8.00,3.00,0.00,0,휴식 (Relax)
22.50,15.81,-1.56,11.00,2.00,30.44,22.38,30.23,96.33,29.26,11.79,10.92,40.00,50.37,11.00,52.93,88.68,62.05,11.00,2.74,11.00,17.29,21.41,15.98,24.60,16.28,12.14,28.16,23.00,74.00,45.45,34.13,34.79,25.57,18.83,21.19,22.00,7.39,8.27,2.80,18.44,1.31,8.93,6.31,16.00,10.28,8.06,168.00,7.00,4.00,7.00,11.65,10.31,165.00,7.00,3.00,11.00,4.91,4.02,87.00,7.00,6.00,5.00,9.53,6.88,110.00,0.00,4.00,9.00,2.37,2.12,42.00,8.00,4.00,0.00,0,휴식 (Relax)
-1.50,-6.88,-0.88,-9.62,-2.69,30.44,22.38,30.23,96.33,29.26,11.79,10.92,40.00,55.52,20.33,42.98,83.77,52.05,8.42,10.27,0.00,6.63,18.79,7.76,34.79,5.41,3.30,23.55,12.00,59.42,35.20,17.86,46.67,46.74,14.58,41.36,0.00,7.89,4.38,4.06,15.65,3.85,7.67,10.51,21.00,10.28,8.06,192.00,8.00,5.00,8.00,10.91,9.62,176.00,8.00,3.00,11.00,4.27,3.19,76.00,6.00,5.00,4.00,9.43,7.39,132.00,7.00,4.00,10.00,2.42,2.11,47.00,9.00,5.00,0.00,0,휴식 (Relax)
-9.00,-17.19,4.75,12.38,2.31,23.39,21.78,22.48,104.31,29.67,17.13,10.71,32.00,54.58,11.00,43.31,93.98,54.07,11.00,21.21,11.00,12.63,14.96,13.75,37.12,7.56,8.26,20.65,6.00,59.42,35.20,17.86,46.67,46.74,14.58,41.36,0.00,7.89,4.38,4.06,15.65,3.85,7.67,10.51,21.00,10.54,8.38,192.00,7.00,5.00,8.00,11.65,10.31,165.00,7.00,2.00,11.00,4.44,3.59,76.00,6.00,4.00,4.00,9.43,7.39,143.00,8.00,5.00,10.00,2.42,2.11,47.00,9.00,6.00,0.00,0,휴식 (Relax)
-8.00,5.50,-0.88,1.38,-2.69,19.35,35.69,17.46,104.31,14.39,2.54,11.74,48.00,59.81,15.56,34.41,90.71,43.15,15.56,12.38,0.00,7.42,20.84,12.92,31.91,13.31,13.92,17.00,0.00,59.42,35.20,17.86,46.67,46.74,14.58,41.36,0.00,7.89,4.38,4.06,15.65,3.85,7.67,10.51,21.00,10.58,8.00,192.00,2.00,5.00,8.00,11.00,9.62,176.00,8.00,3.00,11.00,4.27,3.19,71.00,6.00,4.00,3.00,9.43,7.39,132.00,7.00,5.00,10.00,2.42,2.11,52.00,10.00,7.00,0.00,0,휴식 (Relax)
8.00,5.50,4.44,0.00,-0.81,19.35,35.69,17.46,104.31,14.39,2.54,11.74,48.00,59.81,15.56,34.41,90.71,43.15,15.56,12.38,0.00,15.87,13.44,4.09,27.66,18.69,21.66,10.68,11.00,50.71,20.33,14.20,34.79,25.47,8.42,48.85,22.00,5.89,2.46,6.03,13.89,1.97,6.32,10.63,23.00,10.58,8.00,192.00,2.00,5.00,8.00,11.00,9.62,154.00,7.00,3.00,10.00,4.15,3.40,72.00,7.00,5.00,3.00,7.78,5.50,121.00,2.00,5.00,9.00,2.32,2.02,52.00,10.00,8.00,0.00,0,휴식 (Relax)
7.00,4.12,-1.56,-11.00,-2.69,11.74,33.05,14.39,106.73,17.46,13.69,19.35,32.00,38.55,15.56,39.58,88.00,34.58,15.56,24.33,22.00,15.87,13.44,4.09,27.66,18.69,21.66,10.68,11.00,50.71,20.33,14.20,34.79,25.47,8.42,48.85,22.00,7.75,3.75,5.31,13.00,2.95,6.93,10.35,25.00,10.54,8.38,192.00,7.00,5.00,8.00,10.20,8.77,154.00,7.00,3.00,10.00,4.15,3.40,78.00,8.00,6.00,3.00,7.78,5.50,121.00,2.00,5.00,9.00,2.42,2.11,51.00,9.00,7.00,0.00,0,휴식 (Relax)
-1.50,2.75,-1.56,10.31,2.31,11.79,39.45,22.38,98.95,22.38,10.39,11.79,40.00,16.66,37.56,31.40,66.00,56.08,6.44,20.76,0.00,15.87,13.44,4.09,27.66,18.69,21.66,10.68,11.00,41.88,30.78,3.76,39.66,35.76,16.21,47.72,33.00,7.75,3.75,5.31,13.00,2.95,6.93,10.35,25.00,10.28,8.06,192.00,8.00,5.00,8.00,9.12,7.56,143.00,7.00,3.00,9.00,4.15,3.40,67.00,7.00,5.00,2.00,8.22,6.45,143.00,5.00,6.00,10.00,2.42,2.11,51.00,9.00,7.00,0.00,0,휴식 (Relax)
-9.00,2.06,4.75,9.62,-2.69,14.51,31.65,20.47,101.19,29.87,16.67,3.81,48.00,9.26,46.00,21.26,66.91,51.10,7.89,15.47,11.00,16.80,8.84,3.83,22.80,17.36,16.79,5.80,16.00,31.63,40.65,12.45,49.19,29.93,16.84,52.81,22.00,7.75,3.75,5.31,13.00,2.95,6.93,10.35,25.00,10.54,8.38,184.00,7.00,4.00,7.00,8.88,6.96,132.00,6.00,3.00,8.00,3.58,2.97,62.00,7.00,5.00,1.00,8.59,7.22,132.00,5.00,5.00,9.00,2.42,2.11,54.00,10.00,8.00,0.00,0,휴식 (Relax)
15.00,2.06,4.38,-12.38,-5.38,14.51,31.65,20.47,101.19,29.87,16.67,3.81,48.00,9.26,46.00,21.26,66.91,51.10,7.89,15.47,11.00,13.57,12.00,8.61,22.00,22.75,12.00,0.58,22.00,31.63,40.65,12.45,49.19,29.93,16.84,52.81,22.00,9.49,1.40,6.55,17.72,7.85,7.07,15.15,20.00,10.54,8.38,192.00,7.00,5.00,7.00,8.88,6.96,132.00,6.00,3.00,8.00,3.74,3.28,57.00,7.00,4.00,1.00,8.59,7.22,143.00,6.00,4.00,9.00,2.78,2.34,54.00,9.00,8.00,0.00,0,휴식 (Relax)
-1.00,-8.25,-1.94,-11.69,-0.19,14.51,31.65,20.47,101.19,29.87,16.67,3.81,48.00,11.04,53.11,20.88,69.57,41.24,9.11,25.41,0.00,10.63,13.00,12.65,17.00,19.54,13.00,4.61,17.00,42.11,46.00,20.11,59.24,20.11,7.89,42.11,33.00,10.57,3.76,5.66,17.12,6.88,4.45,12.20,23.00,10.54,8.38,192.00,8.00,5.00,7.00,9.12,7.56,132.00,6.00,3.00,8.00,3.36,3.05,58.00,8.00,4.00,1.00,9.09,7.73,132.00,6.00,3.00,8.00,2.70,2.13,59.00,9.00,9.00,0.00,0,휴식 (Relax)
-9.50,-28.88,8.38,8.94,2.81,6.96,25.08,24.32,93.64,24.32,16.34,6.96,56.00,27.46,75.11,13.19,90.71,44.30,12.89,3.65,22.00,7.75,13.46,15.83,20.25,16.40,19.97,7.24,28.00,28.11,24.60,12.56,70.43,32.44,24.60,20.49,55.00,10.57,3.76,5.66,17.12,6.88,4.45,12.20,23.00,9.89,8.06,192.00,8.00,5.00,7.00,11.59,9.28,154.00,6.00,3.00,9.00,3.97,3.58,69.00,9.00,5.00,2.00,8.88,7.82,143.00,7.00,3.00,8.00,2.70,2.13,59.00,9.00,9.00,0.00,0,휴식 (Relax)
-2.00,13.75,-7.31,8.25,-0.19,6.50,17.13,32.12,91.21,21.46,21.78,1.29,48.00,19.59,61.55,32.68,98.39,32.68,32.42,19.59,44.00,9.15,15.76,18.84,16.28,12.00,24.93,12.22,33.00,29.95,15.56,23.56,79.32,23.56,15.56,29.95,44.00,10.57,3.76,5.66,17.12,6.88,4.45,12.20,23.00,9.59,7.75,176.00,7.00,5.00,6.00,11.99,9.28,176.00,6.00,3.00,9.00,4.34,3.85,85.00,10.00,6.00,3.00,9.12,8.25,143.00,7.00,3.00,8.00,2.70,2.13,62.00,10.00,10.00,0.00,0,휴식 (Relax)
14.00,24.06,-7.00,-13.06,-0.19,6.50,17.13,32.12,91.21,21.46,21.78,1.29,48.00,26.85,65.21,40.53,108.34,43.64,28.81,9.40,33.00,13.54,20.71,23.58,20.00,16.39,22.16,8.01,28.00,23.89,19.05,22.15,85.91,29.34,19.05,38.28,33.00,10.57,3.76,5.66,17.12,6.88,4.45,12.20,23.00,9.59,7.75,176.00,7.00,5.00,6.00,13.03,9.71,176.00,6.00,3.00,9.00,4.66,4.12,80.00,10.00,5.00,3.00,9.70,8.94,165.00,8.00,3.00,9.00,2.70,2.13,62.00,10.00,10.00,0.00,0,휴식 (Relax)
5.50,2.06,3.31,8.25,-0.19,14.43,19.87,25.85,93.64,18.27,27.51,8.35,40.00,26.85,65.21,40.53,108.34,43.64,28.81,9.40,33.00,2.54,13.82,24.96,16.03,19.47,27.40,10.37,17.00,32.66,23.56,11.95,77.78,39.91,29.95,45.14,22.00,10.57,3.76,5.66,17.12,6.88,4.45,12.20,23.00,9.68,8.12,176.00,7.00,5.00,6.00,13.03,9.71,187.00,5.00,3.00,9.00,4.38,3.94,80.00,10.00,5.00,3.00,9.92,9.28,176.00,8.00,4.00,9.00,2.70,2.13,56.00,9.00,9.00,0.00,0,휴식 (Relax)
-3.00,-8.94,3.31,18.56,5.81,22.19,27.71,18.81,86.16,12.57,27.71,4.41,48.00,26.85,65.21,40.53,108.34,43.64,28.81,9.40,33.00,2.54,13.82,24.96,16.03,19.47,27.40,10.37,17.00,43.57,34.49,7.37,85.91,39.76,22.47,42.31,33.00,10.57,3.76,5.66,17.12,6.88,4.45,12.20,23.00,9.33,7.75,176.00,8.00,5.00,6.00,13.03,9.71,176.00,5.00,3.00,9.00,4.38,3.94,80.00,10.00,5.00,3.00,10.80,9.88,187.00,8.00,4.00,10.00,2.70,2.13,54.00,9.00,8.00,0.00,0,휴식 (Relax)
-3.00,13.06,-7.00,-13.06,-2.19,22.19,27.71,18.81,86.16,12.57,27.71,4.41,48.00,26.85,65.21,40.53,108.34,43.64,28.81,9.40,33.00,12.99,5.60,22.63,18.87,30.31,20.12,0.66,28.00,23.28,22.47,14.83,73.79,61.26,34.49,52.40,55.00,10.57,3.76,5.66,17.12,6.88,4.45,12.20,23.00,9.33,7.75,152.00,7.00,4.00,5.00,13.03,9.71,198.00,6.00,4.00,10.00,4.66,4.12,85.00,10.00,5.00,4.00,11.15,10.31,220.00,9.00,5.00,11.00,2.70,2.13,57.00,9.00,8.00,0.00,0,휴식 (Relax)
-1.50,2.75,-2.00,-1.38,0.00,21.83,33.45,6.65,64.50,29.18,5.74,20.48,24.00,21.65,70.41,34.72,98.39,45.82,29.16,9.91,44.00,12.99,5.60,22.63,18.87,30.31,20.12,0.66,28.00,19.03,29.95,20.90,83.77,56.14,23.56,43.10,44.00,8.43,6.61,3.23,20.10,4.07,5.69,9.27,20.00,7.60,6.06,128.00,6.00,4.00,4.00,12.60,9.28,187.00,5.00,5.00,10.00,4.66,4.12,90.00,10.00,6.00,4.00,10.91,9.80,209.00,8.00,5.00,11.00,2.60,1.88,54.00,5.00,8.00,0.00,0,휴식 (Relax)
-1.50,2.06,-2.00,-12.38,-0.12,21.83,33.45,6.65,64.50,29.18,5.74,20.48,24.00,23.14,59.73,45.71,93.98,38.17,38.91,16.54,55.00,12.99,5.60,22.63,18.87,30.31,20.12,0.66,28.00,19.03,29.95,20.90,83.77,56.14,23.56,43.10,44.00,9.20,5.00,2.94,20.40,4.65,7.68,7.29,18.00,7.60,6.06,120.00,6.00,4.00,4.00,12.43,8.59,176.00,5.00,4.00,9.00,4.66,4.12,84.00,9.00,5.00,4.00,10.91,9.80,198.00,7.00,5.00,11.00,2.55,1.81,49.00,7.00,7.00,0.00,0,휴식 (Relax)
-9.50,-9.62,4.00,-0.69,0.06,21.83,33.45,6.65,64.50,29.18,5.74,20.48,24.00,25.47,50.49,50.71,83.77,48.85,28.96,14.20,44.00,12.99,5.60,22.63,18.87,30.31,20.12,0.66,28.00,27.11,37.83,9.92,73.79,66.46,27.33,32.28,33.00,9.38,5.92,5.69,17.46,7.64,10.15,5.03,15.00,7.60,6.06,128.00,6.00,4.00,4.00,11.59,7.56,165.00,5.00,4.00,9.00,4.66,4.12,84.00,9.00,4.00,4.00,10.63,9.11,198.00,6.00,6.00,11.00,2.44,1.59,44.00,4.00,6.00,0.00,0,휴식 (Relax)
-9.50,-8.94,3.62,9.62,-0.06,21.83,33.45,6.65,64.50,29.18,5.74,20.48,24.00,27.35,53.31,57.70,80.08,51.93,28.08,22.05,33.00,15.01,6.80,28.63,16.49,30.08,17.83,5.84,22.00,16.49,38.11,17.88,79.32,68.10,38.11,24.06,22.00,8.39,6.65,4.69,17.12,8.48,10.85,4.86,13.00,7.60,6.06,112.00,5.00,4.00,3.00,11.81,8.34,165.00,5.00,4.00,9.00,4.73,4.25,78.00,8.00,3.00,4.00,10.91,9.80,209.00,7.00,6.00,12.00,2.38,1.48,42.00,6.00,6.00,0.00,0,휴식 (Relax)
14.00,22.69,3.62,-1.38,-0.06,15.67,38.63,7.04,71.55,26.80,6.63,22.86,32.00,19.91,65.53,38.05,101.41,39.45,47.33,43.85,11.00,15.01,6.80,28.63,16.49,30.08,17.83,5.84,22.00,16.49,38.11,17.88,79.32,68.10,38.11,24.06,22.00,8.39,6.65,4.69,17.12,8.48,10.85,4.86,13.00,8.25,6.75,136.00,6.00,4.00,4.00,13.17,9.20,198.00,6.00,4.00,10.00,4.73,4.25,72.00,7.00,3.00,4.00,10.91,9.80,209.00,8.00,6.00,12.00,2.38,1.48,40.00,6.00,5.00,0.00,0,휴식 (Relax)
6.00,11.00,-7.06,-12.38,-4.88,15.67,38.63,7.04,71.55,26.80,6.63,22.86,32.00,20.32,76.52,41.57,99.61,50.45,37.49,33.50,22.00,10.23,11.15,32.41,16.03,33.99,13.02,3.68,27.00,16.49,38.11,17.88,79.32,68.10,38.11,24.06,22.00,11.24,4.31,2.36,17.03,11.42,13.62,3.11,16.00,8.25,6.75,136.00,5.00,5.00,4.00,13.47,9.62,209.00,3.00,5.00,11.00,5.03,4.56,83.00,8.00,3.00,5.00,10.91,9.80,198.00,7.00,6.00,12.00,2.64,1.69,40.00,4.00,4.00,0.00,0,휴식 (Relax)
-9.50,-30.94,3.56,-0.69,0.31,17.20,33.45,15.01,78.79,32.14,5.74,15.44,24.00,40.12,56.79,8.86,132.46,70.15,43.09,25.53,55.00,16.23,6.07,27.35,22.02,33.12,8.07,8.44,33.00,25.20,33.00,26.13,70.43,70.72,33.00,30.69,11.00,14.22,5.45,4.78,14.04,11.17,10.97,5.49,13.00,8.59,7.06,144.00,6.00,4.00,5.00,15.66,12.20,253.00,7.00,5.00,12.00,5.09,4.63,88.00,8.00,4.00,6.00,10.63,9.11,209.00,7.00,7.00,13.00,2.52,1.59,40.00,4.00,5.00,0.00,0,휴식 (Relax)
-9.50,-18.56,8.25,0.00,0.19,17.20,33.45,15.01,78.79,32.14,5.74,15.44,24.00,61.99,67.78,22.86,132.46,80.08,22.08,18.84,33.00,20.91,7.86,28.91,22.80,37.88,9.49,3.44,28.00,33.16,39.02,26.50,64.14,59.75,43.19,20.87,22.00,12.49,3.48,3.61,14.32,13.07,10.67,7.49,11.00,8.59,7.06,120.00,5.00,3.00,4.00,16.37,13.49,264.00,7.00,6.00,13.00,5.44,4.91,93.00,8.00,4.00,6.00,10.29,8.25,187.00,4.00,7.00,12.00,2.48,1.43,37.00,4.00,4.00,0.00,0,휴식 (Relax)
7.00,13.75,-7.06,-11.00,-0.12,16.23,40.25,10.49,71.55,24.15,13.11,8.22,16.00,51.60,56.87,16.94,143.42,90.88,12.41,20.20,22.00,14.44,3.26,17.91,33.54,45.64,12.78,7.94,17.00,33.16,39.02,26.50,64.14,59.75,43.19,20.87,22.00,10.45,2.88,7.94,9.49,10.64,8.23,3.24,16.00,7.94,6.38,120.00,5.00,3.00,4.00,16.73,14.09,286.00,7.00,6.00,13.00,5.67,5.19,103.00,8.00,4.00,7.00,10.29,8.25,198.00,4.00,7.00,13.00,2.15,1.09,32.00,4.00,4.00,0.00,0,휴식 (Relax)
