a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,a0_rms,a0_mav,a0_wl,a0_zc,a1_rms,a1_mav,a1_wl,a1_zc,a2_rms,a2_mav,a2_wl,a2_zc,a3_rms,a3_mav,a3_wl,a3_zc,a4_rms,a4_mav,a4_wl,a4_zc,label,action_name
-33.69,-24.25,-8.94,-12.38,1.00,82.44,70.77,146.94,24.02,157.98,99.39,62.83,39.00,82.06,56.66,189.32,182.79,63.50,207.31,9.87,76.00,76.35,45.75,42.31,51.66,96.24,101.36,46.14,39.00,42.13,126.88,59.03,70.21,320.23,162.26,164.95,404.00,36.96,25.78,15.23,21.63,37.29,12.47,31.05,60.00,23.97,20.69,446.00,8.00,31.77,27.72,555.00,7.00,16.49,13.94,328.00,8.00,45.41,33.50,939.00,13.00,7.42,5.25,119.00,8.00,2,손가락 펴기 (Open)
-19.19,-40.50,0.75,-28.81,0.44,58.70,48.37,126.21,1.00,136.82,117.45,86.52,15.00,28.55,57.74,230.68,175.15,125.47,156.89,82.00,0.00,58.05,26.71,35.66,50.64,113.88,91.75,25.43,60.00,50.09,70.74,147.96,85.63,232.15,202.88,253.37,315.00,21.92,10.26,21.53,13.00,27.41,10.80,11.85,37.00,21.98,19.19,438.00,8.00,32.49,28.62,554.00,7.00,15.75,12.72,329.00,9.00,43.80,32.59,905.00,9.00,4.77,3.67,91.00,7.00,2,손가락 펴기 (Open)
-11.69,23.81,-24.31,24.81,15.94,52.12,46.34,119.71,7.00,143.29,116.63,78.80,23.00,34.58,46.75,220.30,186.08,133.60,159.75,91.85,11.00,67.48,33.20,23.04,65.49,112.93,98.69,10.92,75.00,28.53,90.40,141.56,102.90,228.29,201.80,274.46,293.00,31.99,18.87,11.15,36.35,8.51,33.38,24.82,13.00,21.62,18.69,422.00,7.00,32.88,29.31,586.00,7.00,16.75,13.77,344.00,9.00,44.26,33.79,949.00,10.00,6.07,4.45,99.00,7.00,2,손가락 펴기 (Open)
-18.19,31.38,1.69,88.81,9.38,67.51,38.02,116.16,25.00,140.02,133.63,61.86,47.00,87.36,36.94,224.47,199.62,159.58,114.16,68.03,44.00,67.48,33.20,23.04,65.49,112.93,98.69,10.92,75.00,60.03,167.37,212.01,162.08,163.86,264.27,217.47,373.00,36.62,23.62,20.14,38.63,17.47,29.29,15.89,22.00,22.10,19.46,422.00,7.00,33.46,29.80,564.00,6.00,16.75,13.77,365.00,10.00,49.72,38.44,1007.00,11.00,6.53,5.16,100.00,6.00,2,손가락 펴기 (Open)
54.12,50.62,-22.38,-52.81,2.88,62.33,75.90,157.29,43.27,100.53,176.55,65.58,90.00,130.67,80.49,267.78,159.71,117.58,158.08,69.74,0.00,73.81,21.01,39.66,34.93,93.53,126.17,28.68,106.00,8.20,144.76,177.87,195.87,116.36,317.27,209.19,427.00,39.42,24.51,24.12,31.30,15.66,26.82,23.73,14.00,25.90,22.48,497.00,8.00,35.84,32.20,575.00,6.00,17.63,14.88,379.00,11.00,51.55,41.81,1130.00,11.00,6.46,5.16,106.00,7.00,2,손가락 펴기 (Open)
-26.38,38.25,15.00,110.38,2.38,51.11,43.52,137.00,39.40,74.32,205.52,98.63,130.00,150.00,98.47,280.00,150.63,120.45,144.23,73.78,22.00,74.21,18.58,44.86,34.06,90.15,124.16,22.68,100.00,96.37,127.64,146.41,146.10,163.01,378.26,257.50,520.00,40.70,21.75,21.42,28.64,8.73,33.69,17.44,22.00,26.63,22.97,580.00,9.00,36.90,33.41,586.00,6.00,17.25,14.50,383.00,11.00,58.60,47.62,1202.00,11.00,6.35,5.08,106.00,7.00,2,손가락 펴기 (Open)
37.06,-25.00,7.69,-50.56,-13.12,63.43,48.51,120.98,19.42,91.68,209.35,123.56,155.00,125.57,97.87,305.53,110.54,88.23,157.46,108.12,66.00,82.64,38.30,51.31,13.15,69.59,134.91,9.55,79.00,124.78,112.58,117.58,175.86,135.06,378.70,230.27,489.00,42.51,28.70,29.28,20.88,3.86,41.38,16.26,30.00,28.08,24.92,605.00,9.00,37.22,34.12,619.00,6.00,17.08,14.15,368.00,10.00,56.40,45.69,1264.00,11.00,7.05,5.52,119.00,8.00,2,손가락 펴기 (Open)
17.06,-3.69,13.31,25.75,2.56,108.28,56.42,74.97,64.94,53.81,238.78,79.66,107.00,126.67,88.83,295.00,116.21,77.69,167.86,119.02,77.00,87.51,43.53,57.27,13.60,70.79,129.01,8.87,85.00,133.03,102.52,109.83,178.99,134.39,370.57,241.17,500.00,39.42,24.05,26.99,22.83,8.72,44.13,19.11,35.00,27.49,24.80,598.00,9.00,37.06,33.44,588.00,6.00,17.31,14.48,350.00,10.00,56.66,46.38,1308.00,11.00,7.06,5.56,128.00,9.00,2,손가락 펴기 (Open)
-14.44,-7.69,-1.50,-18.25,1.81,100.34,58.30,75.58,64.07,58.13,246.77,75.07,99.00,127.02,27.14,295.82,72.01,104.66,114.27,59.60,13.00,53.79,46.77,58.19,22.36,47.44,101.98,34.62,120.00,133.03,102.52,109.83,178.99,134.39,370.57,241.17,500.00,29.94,22.62,36.47,13.60,10.56,47.48,9.90,23.00,27.68,25.24,597.00,9.00,32.74,29.44,480.00,5.00,15.31,12.75,332.00,10.00,56.66,46.38,1319.00,11.00,6.64,5.04,121.00,9.00,2,손가락 펴기 (Open)
3.12,46.62,-24.94,-47.12,12.75,79.62,81.29,55.33,89.05,34.33,228.99,83.17,124.00,126.04,26.20,306.43,62.43,109.80,115.54,66.69,24.00,28.84,71.02,83.15,36.40,72.38,104.85,21.06,95.00,143.06,143.49,43.96,209.25,186.29,418.37,193.04,434.00,15.52,37.64,51.22,10.00,8.30,32.30,25.66,40.00,26.83,23.48,596.00,10.00,33.60,30.12,513.00,6.00,16.61,14.32,342.00,10.00,57.82,48.14,1308.00,10.00,7.37,5.44,128.00,8.00,2,손가락 펴기 (Open)
-55.44,-17.31,-5.56,-4.50,6.38,77.13,148.52,30.97,115.75,78.39,237.57,104.76,53.00,143.20,20.29,287.54,53.00,142.56,99.97,84.49,57.00,38.00,62.94,79.46,43.19,76.25,99.98,25.60,85.00,128.55,143.39,54.58,227.48,184.19,420.71,187.43,412.00,10.30,43.19,51.35,15.23,5.17,38.19,19.76,34.00,30.28,25.42,627.00,10.00,33.71,30.23,535.00,6.00,16.22,13.69,312.00,9.00,57.47,46.94,1239.00,9.00,7.55,5.72,129.00,7.00,2,손가락 펴기 (Open)
-38.94,-18.00,28.81,42.44,-20.56,96.23,162.29,54.19,98.49,83.36,250.24,84.78,77.00,133.82,24.32,281.33,64.00,146.05,90.11,88.89,68.00,33.85,63.87,75.03,39.41,72.44,94.31,30.94,79.00,170.93,112.14,87.11,206.13,141.10,393.93,201.70,365.00,27.10,39.36,66.94,26.93,21.69,49.89,11.25,17.00,31.62,26.68,593.00,9.00,33.24,29.62,535.00,6.00,15.47,13.31,301.00,9.00,54.07,43.63,1087.00,9.00,9.15,7.05,148.00,8.00,2,손가락 펴기 (Open)
92.19,1.94,37.62,44.38,-10.69,36.88,180.10,73.73,150.73,145.33,311.37,29.91,139.00,101.51,57.07,249.01,72.01,171.64,122.04,92.44,35.00,69.26,101.30,123.45,29.83,26.75,53.05,81.93,28.00,10.05,271.74,101.09,81.15,105.98,239.85,337.40,204.00,25.19,38.01,65.59,25.94,22.73,50.14,12.27,15.00,38.59,31.39,671.00,9.00,32.39,28.06,536.00,7.00,18.08,14.83,292.00,8.00,47.94,40.38,972.00,8.00,8.99,6.89,141.00,7.00,2,손가락 펴기 (Open)
42.56,19.19,-12.06,-30.88,-1.31,37.40,251.35,145.16,136.30,133.81,255.58,101.70,65.00,28.98,125.05,247.18,35.11,114.49,103.54,74.01,111.00,58.12,81.00,122.17,47.93,39.81,58.73,101.73,7.00,52.82,239.81,72.27,122.97,149.69,200.18,381.38,160.00,29.99,44.00,63.20,20.81,19.99,46.80,17.61,9.00,39.52,33.24,692.00,9.00,29.88,26.06,493.00,6.00,18.24,15.19,343.00,9.00,48.52,41.48,1039.00,9.00,8.93,6.77,142.00,6.00,2,손가락 펴기 (Open)
0.06,-2.12,8.94,3.50,-1.44,44.65,258.18,147.00,128.32,126.13,255.53,94.00,73.00,36.34,120.31,236.57,45.61,120.38,112.29,73.19,122.00,58.12,81.00,122.17,47.93,39.81,58.73,101.73,7.00,72.95,241.57,87.73,119.34,144.81,207.60,360.93,182.00,28.91,42.53,65.20,22.02,17.99,44.86,19.61,7.00,39.47,32.81,693.00,8.00,29.81,25.64,482.00,7.00,18.24,15.19,333.00,9.00,48.13,39.94,1006.00,9.00,8.90,6.63,134.00,5.00,2,손가락 펴기 (Open)
-12.88,0.62,7.00,75.75,4.56,36.22,250.77,188.31,140.53,102.26,223.96,63.70,122.00,68.38,142.66,212.17,71.22,77.90,69.25,98.79,78.00,55.00,78.01,103.26,77.37,53.20,33.67,91.58,38.00,85.81,162.47,61.44,243.17,259.03,197.09,286.45,306.00,28.91,42.53,65.20,22.02,17.99,44.86,19.61,7.00,38.68,31.36,636.00,8.00,27.78,22.70,405.00,5.00,17.42,14.12,318.00,9.00,50.89,43.16,1064.00,9.00,8.90,6.63,134.00,5.00,2,손가락 펴기 (Open)
15.62,8.88,-13.69,-15.94,4.19,35.70,217.49,149.20,192.92,149.45,168.98,84.90,178.00,53.11,99.07,187.87,104.31,87.03,60.97,140.81,34.00,56.27,81.27,100.37,76.30,57.94,34.43,92.77,43.00,96.58,152.23,71.47,243.01,252.21,203.11,287.62,295.00,30.93,46.90,61.23,18.79,22.45,43.71,24.21,1.00,37.71,30.34,652.00,7.00,26.59,21.52,395.00,7.00,17.62,14.48,328.00,9.00,50.60,42.55,1133.00,10.00,8.95,6.73,132.00,5.00,2,손가락 펴기 (Open)
-16.88,-15.81,-12.69,-59.25,-6.62,40.12,209.75,153.41,195.48,143.54,175.79,77.80,170.00,80.56,68.82,145.14,132.46,44.26,36.25,98.43,77.00,67.62,97.25,84.76,92.07,58.84,22.55,83.91,27.00,85.82,162.43,72.28,254.01,257.91,213.94,284.92,284.00,28.79,43.90,64.10,16.12,25.07,45.61,25.94,2.00,37.43,29.97,676.00,8.00,22.67,19.16,352.00,7.00,17.91,15.19,302.00,8.00,51.33,43.16,1122.00,9.00,9.06,6.97,126.00,5.00,2,손가락 펴기 (Open)
-9.38,6.19,-3.94,-3.56,-11.00,43.00,202.87,161.28,187.97,140.89,174.02,85.76,178.00,80.56,68.82,145.14,132.46,44.26,36.25,98.43,77.00,48.89,83.59,89.97,91.20,78.54,4.29,69.33,7.00,77.10,167.15,83.00,254.33,247.08,205.03,291.47,295.00,11.74,33.48,71.79,22.80,37.62,19.78,31.45,24.00,37.26,29.59,676.00,8.00,22.67,19.16,363.00,8.00,16.96,13.94,286.00,7.00,51.31,42.83,1108.00,9.00,8.85,7.12,126.00,4.00,2,손가락 펴기 (Open)
44.94,-54.06,51.75,43.62,9.00,88.84,198.97,192.00,176.23,215.72,146.64,25.87,103.00,11.58,41.79,96.96,195.88,48.39,111.85,153.88,1.00,4.41,104.11,63.44,144.12,68.44,57.18,119.23,60.00,68.41,159.91,106.83,219.39,256.82,212.87,261.78,260.00,11.74,33.48,71.79,22.80,37.62,19.78,31.45,24.00,38.47,31.70,660.00,8.00,26.25,20.58,406.00,9.00,21.58,17.25,319.00,7.00,48.69,40.09,1008.00,9.00,8.85,7.12,140.00,5.00,2,손가락 펴기 (Open)
-2.88,13.00,-8.50,-57.00,-10.12,69.56,161.31,223.64,125.32,242.13,110.09,59.80,52.00,35.59,44.03,63.96,183.44,63.41,93.22,137.54,34.00,23.43,123.95,44.04,144.68,49.05,45.00,99.45,40.00,65.32,167.79,110.21,220.20,249.53,208.45,251.98,250.00,9.78,47.45,58.59,14.56,39.36,22.19,45.37,38.00,36.68,28.47,628.00,8.00,23.91,18.75,460.00,8.00,20.52,16.00,341.00,7.00,47.89,39.62,939.00,9.00,9.19,7.84,160.00,7.00,2,손가락 펴기 (Open)
-4.88,-16.56,-12.12,-36.75,1.06,66.52,193.27,194.15,127.10,227.30,78.51,91.77,20.00,90.55,58.30,67.87,132.00,21.14,91.86,149.35,21.00,11.78,107.58,60.47,166.59,39.01,55.56,81.56,18.00,194.00,29.60,37.79,367.72,128.20,85.93,109.94,102.00,10.79,49.72,58.63,11.70,41.70,19.33,42.51,35.00,35.58,26.97,563.00,7.00,22.54,17.81,427.00,8.00,20.64,16.14,340.00,7.00,41.10,34.47,791.00,8.00,9.14,7.70,155.00,7.00,2,손가락 펴기 (Open)
-25.31,-47.25,20.75,-47.75,-15.69,97.68,155.92,200.34,183.45,170.33,44.61,146.51,37.00,110.08,61.75,88.78,142.04,13.07,103.70,150.64,0.00,15.69,108.86,66.50,166.05,54.61,73.50,74.92,0.00,194.00,29.60,37.79,367.72,128.20,85.93,109.94,102.00,11.83,50.25,62.39,13.60,38.30,22.99,45.61,39.00,35.44,25.68,570.00,7.00,24.62,19.12,437.00,8.00,21.30,17.41,368.00,8.00,41.10,34.47,725.00,7.00,9.51,8.02,156.00,7.00,2,손가락 펴기 (Open)
14.69,16.38,-30.62,-12.00,18.38,97.68,155.92,200.34,183.45,170.33,44.61,146.51,37.00,94.87,74.01,84.59,124.02,14.63,125.61,162.77,22.00,37.50,137.88,24.86,124.06,90.10,108.85,90.34,42.00,233.37,69.78,31.34,323.82,172.02,55.13,103.48,58.00,18.75,60.14,53.62,8.94,43.66,32.04,54.65,54.00,35.44,25.68,578.00,7.00,24.96,19.80,502.00,9.00,22.61,18.28,405.00,8.00,40.52,32.88,714.00,6.00,10.57,8.72,191.00,8.00,2,손가락 펴기 (Open)
-39.81,-5.62,4.69,29.25,14.62,121.64,176.45,180.09,159.67,188.62,68.35,160.61,61.00,94.87,74.01,84.59,124.02,14.63,125.61,162.77,22.00,26.50,126.93,28.90,124.20,90.43,112.90,99.76,53.00,205.56,38.51,67.02,329.88,190.35,79.05,128.98,14.00,30.45,72.14,61.73,20.40,31.82,33.46,51.55,42.00,36.63,26.71,618.00,9.00,24.96,19.80,469.00,9.00,22.60,18.35,416.00,9.00,41.10,34.47,725.00,7.00,11.19,9.42,182.00,6.00,2,손가락 펴기 (Open)
-37.31,8.12,-17.25,-47.75,-4.12,158.68,215.20,192.40,158.91,155.09,44.43,153.73,21.00,100.40,50.18,59.11,93.23,58.47,129.62,119.40,22.00,14.06,118.04,23.64,109.22,103.95,119.06,84.89,38.00,205.56,38.51,67.02,329.88,190.35,79.05,128.98,14.00,11.72,60.17,44.28,31.24,34.03,52.00,59.60,22.00,37.88,29.19,555.00,8.00,21.56,17.39,414.00,9.00,21.57,17.53,417.00,10.00,41.10,34.47,758.00,8.00,10.59,8.86,196.00,9.00,2,손가락 펴기 (Open)
-16.25,6.75,2.75,37.50,1.44,127.52,194.39,145.41,112.29,172.87,77.97,175.36,26.00,103.73,42.96,45.18,76.37,70.63,149.09,97.91,44.00,17.54,122.25,9.84,109.37,93.02,103.90,100.47,54.00,217.85,80.51,64.64,323.82,148.08,113.43,172.98,30.00,10.07,63.18,47.05,37.64,25.03,44.21,52.44,31.00,34.78,26.34,564.00,8.00,21.33,16.69,414.00,9.00,21.34,17.00,404.00,10.00,42.22,36.75,802.00,8.00,10.28,8.37,173.00,9.00,2,손가락 펴기 (Open)
36.12,46.62,-6.44,6.56,-1.62,140.59,246.08,141.06,154.18,84.32,24.32,111.31,64.00,152.99,42.55,21.77,55.32,115.97,89.47,156.10,22.00,15.52,97.05,38.46,80.50,109.65,78.56,125.43,83.00,196.20,55.90,92.62,290.91,149.39,125.55,204.01,63.00,13.60,47.78,30.05,50.22,24.72,43.92,36.62,48.00,33.79,27.34,487.00,8.00,24.18,17.36,436.00,8.00,20.73,15.99,403.00,11.00,41.13,34.69,823.00,8.00,9.24,7.17,165.00,9.00,2,손가락 펴기 (Open)
-0.44,33.56,-3.88,61.88,8.25,93.01,159.10,55.65,109.66,112.73,111.11,66.54,151.00,185.57,56.21,49.16,87.82,90.66,101.42,134.45,11.00,51.81,57.42,64.25,94.34,72.11,95.37,103.63,42.00,205.80,55.63,84.69,291.99,160.09,122.92,212.47,74.00,27.61,30.86,28.88,62.37,6.85,30.91,54.60,30.00,26.51,20.60,484.00,9.00,25.67,18.65,425.00,8.00,18.73,13.59,352.00,10.00,42.07,35.38,801.00,7.00,9.22,7.31,167.00,7.00,2,손가락 펴기 (Open)
17.19,54.44,-9.19,46.00,10.50,80.89,141.45,43.70,135.15,88.68,93.85,80.84,125.00,218.69,63.67,60.56,89.74,83.05,114.89,146.11,23.00,47.88,59.75,65.49,90.14,72.90,94.72,103.71,37.00,283.49,59.30,136.36,214.71,131.27,192.75,187.90,4.00,36.81,29.06,40.79,55.23,16.90,42.80,43.54,42.00,24.65,18.96,458.00,8.00,28.68,20.76,426.00,9.00,18.54,13.36,336.00,9.00,43.15,36.25,779.00,6.00,9.60,8.06,170.00,7.00,2,손가락 펴기 (Open)
-13.81,19.06,18.06,53.50,-9.94,71.08,144.02,57.48,138.88,89.33,92.68,66.83,141.00,237.16,61.08,52.45,68.62,103.90,93.65,146.25,1.00,43.64,57.80,77.44,97.31,61.19,104.31,99.28,49.00,337.16,81.34,185.89,213.14,86.64,143.57,181.50,52.00,32.65,23.17,37.36,63.06,19.59,50.17,38.14,51.00,24.90,19.81,474.00,8.00,29.10,21.94,460.00,9.00,19.04,14.30,364.00,10.00,45.30,39.94,710.00,8.00,9.93,8.55,185.00,7.00,2,손가락 펴기 (Open)
49.00,-13.25,-18.31,-49.06,-2.44,131.82,94.75,44.80,203.96,45.82,66.38,11.16,208.00,230.86,68.87,63.26,72.90,111.16,84.12,151.59,10.00,47.16,79.17,69.35,79.03,50.39,129.99,84.52,75.00,244.64,159.79,231.58,80.08,61.53,176.43,184.81,187.00,33.85,15.44,43.89,59.81,25.22,48.98,40.19,43.00,27.70,22.50,509.00,10.00,29.29,22.62,482.00,9.00,19.55,14.55,381.00,10.00,42.57,38.06,730.00,6.00,9.87,8.30,192.00,7.00,2,손가락 펴기 (Open)
-8.50,-62.50,17.62,-46.31,-1.94,107.92,118.46,21.51,200.64,22.49,52.99,23.35,232.00,228.42,144.81,122.05,34.79,158.20,125.61,101.30,66.00,56.87,48.34,44.28,56.94,79.88,152.12,62.87,108.00,240.85,202.70,274.46,101.41,38.39,132.98,189.66,143.00,39.27,9.03,50.63,52.39,18.65,44.14,41.26,51.00,27.55,21.69,536.00,10.00,33.37,26.31,514.00,8.00,19.78,15.47,419.00,11.00,44.20,40.81,686.00,6.00,9.78,7.93,181.00,9.00,2,손가락 펴기 (Open)
-31.50,-29.12,26.81,36.19,-0.25,94.12,131.59,26.33,216.59,35.25,68.15,17.83,216.00,240.24,160.71,122.67,15.56,139.08,125.89,118.85,44.00,97.60,54.92,11.31,29.27,59.00,157.19,102.43,63.00,222.17,170.43,272.34,66.91,123.02,78.36,251.18,55.00,34.63,9.94,51.53,50.60,20.80,39.26,44.37,56.00,28.41,22.50,552.00,8.00,34.13,27.86,524.00,7.00,20.58,16.71,421.00,11.00,43.56,39.84,719.00,6.00,9.69,7.72,177.00,6.00,2,손가락 펴기 (Open)
30.94,35.50,-17.56,-17.44,-5.62,122.21,129.28,16.39,217.44,51.28,105.98,51.25,175.00,222.06,160.65,142.27,34.79,144.28,143.59,140.49,22.00,87.63,45.18,2.52,19.42,67.69,165.91,112.43,53.00,231.93,158.24,251.12,45.35,135.72,91.09,272.45,33.00,28.63,9.70,57.46,44.94,14.92,44.47,39.09,50.00,29.45,24.58,558.00,10.00,35.13,29.06,525.00,7.00,20.96,17.26,407.00,11.00,43.79,40.81,729.00,7.00,9.36,7.48,162.00,5.00,2,손가락 펴기 (Open)
8.62,-11.19,-32.00,-101.38,11.19,108.69,99.71,33.93,174.80,54.08,131.26,94.19,132.00,180.49,195.06,176.36,45.97,101.47,101.77,99.06,65.00,40.75,55.12,86.49,87.10,57.22,84.41,46.57,142.00,371.48,40.74,196.95,177.54,255.14,70.37,115.50,194.00,25.86,8.64,59.06,46.10,15.68,43.67,42.06,53.00,26.69,21.45,532.00,8.00,32.65,26.09,504.00,7.00,18.20,15.00,368.00,10.00,49.38,43.42,723.00,6.00,9.55,7.74,159.00,5.00,2,손가락 펴기 (Open)
-91.25,-60.44,-6.69,-9.44,1.31,163.75,17.25,123.69,212.27,139.10,165.13,41.39,230.00,256.19,121.80,204.43,113.60,92.75,92.96,65.10,141.00,43.99,59.84,88.53,88.32,52.49,85.52,46.44,137.00,338.48,65.16,166.56,172.35,281.35,95.04,93.81,227.00,19.16,8.27,52.50,59.14,27.65,38.28,28.78,39.00,35.60,27.50,638.00,9.00,36.08,29.44,525.00,6.00,18.28,15.23,388.00,10.00,48.33,41.62,806.00,6.00,9.06,7.36,157.00,5.00,2,손가락 펴기 (Open)
-8.25,-57.75,47.69,9.81,-21.38,179.08,12.59,127.70,225.50,129.44,149.28,33.42,214.00,295.23,110.45,246.95,132.31,50.14,58.75,61.97,98.00,25.70,62.20,134.40,145.00,76.28,75.06,59.98,79.00,298.14,108.41,137.33,216.28,294.25,97.19,111.19,183.00,25.55,21.18,73.49,68.82,45.04,23.22,20.33,18.00,35.62,27.53,696.00,8.00,38.78,32.12,493.00,6.00,21.97,18.48,412.00,10.00,47.71,40.44,817.00,7.00,10.60,8.34,164.00,6.00,2,손가락 펴기 (Open)
62.50,-6.44,6.81,-3.94,-1.44,96.12,90.62,199.18,280.30,188.94,95.88,66.97,130.00,266.85,88.95,239.71,169.50,44.87,16.07,71.18,55.00,25.26,45.01,120.76,143.13,93.00,66.73,68.57,61.00,270.46,139.30,165.14,222.89,250.26,62.49,110.98,227.00,25.36,8.48,68.57,55.87,47.26,8.13,31.40,1.00,38.88,30.75,732.00,8.00,36.89,29.44,482.00,5.00,21.18,17.21,400.00,9.00,46.28,37.69,795.00,8.00,9.61,7.55,150.00,5.00,2,손가락 펴기 (Open)
11.00,46.50,-15.12,36.62,19.38,102.78,84.45,193.40,274.97,195.74,99.28,72.88,122.00,260.03,61.18,269.49,186.46,11.95,47.43,74.36,88.00,18.90,58.97,116.24,128.14,94.96,53.39,73.38,46.00,263.64,155.41,216.86,170.14,277.26,117.42,92.62,172.00,27.43,10.20,71.12,58.05,49.58,11.13,28.49,4.00,38.69,30.25,728.00,7.00,38.58,31.50,515.00,5.00,20.17,16.39,385.00,9.00,47.08,38.83,795.00,8.00,9.96,7.78,168.00,6.00,2,손가락 펴기 (Open)
-7.00,32.75,1.19,-15.62,-7.25,88.30,92.22,183.82,251.77,193.48,130.12,92.07,90.00,274.09,17.70,302.90,152.74,51.07,42.51,56.38,44.00,21.71,56.92,121.19,128.47,90.89,48.56,73.71,41.00,251.04,174.08,217.29,189.00,255.96,152.64,82.92,128.00,10.62,11.82,54.91,46.24,69.59,31.12,7.25,26.00,37.54,28.25,744.00,8.00,39.44,32.91,515.00,5.00,20.12,16.04,380.00,9.00,46.78,38.38,773.00,8.00,9.52,6.97,176.00,6.00,2,손가락 펴기 (Open)
-16.50,-50.88,4.88,-38.31,-7.12,93.30,86.56,160.22,235.10,215.75,110.38,85.67,114.00,238.55,64.35,321.41,194.70,81.00,94.84,57.47,10.00,10.23,52.39,111.96,149.41,73.73,42.46,70.57,20.00,257.41,163.39,206.75,198.46,244.97,155.57,79.70,117.00,9.40,13.26,55.86,48.10,69.55,30.14,8.61,24.00,36.41,26.81,728.00,10.00,41.57,36.25,602.00,5.00,19.79,15.52,364.00,8.00,46.14,37.69,707.00,7.00,9.60,7.05,171.00,6.00,2,손가락 펴기 (Open)
-9.00,3.12,-19.50,-33.50,2.69,98.82,80.49,155.92,241.12,210.36,111.63,84.01,106.00,238.55,64.35,321.41,194.70,81.00,94.84,57.47,10.00,29.94,73.45,94.93,149.75,85.12,62.75,65.11,6.00,195.56,232.80,262.52,173.40,230.07,137.96,71.49,40.00,11.99,13.38,52.88,47.13,72.32,31.16,10.25,21.00,36.24,26.38,678.00,9.00,41.57,36.25,612.00,6.00,20.38,16.31,379.00,8.00,45.87,37.06,674.00,7.00,9.63,7.27,179.00,7.00,2,손가락 펴기 (Open)
-20.88,-25.06,-4.50,0.19,10.81,45.19,146.46,128.49,204.38,246.47,92.62,74.54,40.00,162.81,87.60,355.61,137.44,10.11,131.60,82.71,87.00,29.94,73.45,94.93,149.75,85.12,62.75,65.11,6.00,185.29,237.45,259.90,184.32,220.09,145.68,71.82,51.00,25.97,26.03,50.97,60.64,63.31,18.99,14.55,35.00,35.07,24.73,652.00,7.00,40.27,34.57,634.00,7.00,20.38,16.31,394.00,8.00,45.79,36.31,651.00,6.00,10.01,7.96,177.00,6.00,2,손가락 펴기 (Open)
-19.38,20.31,-13.88,4.38,10.62,28.31,163.95,105.01,226.12,223.68,110.33,80.52,64.00,141.19,90.15,343.33,155.32,32.10,133.55,75.88,65.00,39.20,78.85,93.75,149.08,87.55,68.38,58.32,16.00,118.30,225.04,194.24,203.49,273.61,78.70,70.99,16.00,28.80,28.72,53.75,61.40,61.77,21.97,11.77,32.00,35.42,25.47,636.00,7.00,39.21,33.02,655.00,8.00,20.66,16.86,399.00,8.00,42.39,32.12,640.00,6.00,10.18,8.17,174.00,6.00,2,손가락 펴기 (Open)
-9.38,2.50,34.25,-12.75,-20.31,20.05,169.61,90.15,240.79,227.77,78.67,61.96,32.00,93.43,79.58,277.57,200.01,61.78,87.76,90.03,132.00,30.99,97.43,56.30,195.06,59.94,77.46,28.10,62.00,56.80,175.76,161.51,137.64,297.29,143.66,100.93,62.00,22.03,35.39,38.98,93.56,29.33,49.97,21.24,1.00,35.10,24.14,612.00,6.00,35.40,29.25,643.00,8.00,22.36,18.72,422.00,8.00,39.56,28.84,651.00,7.00,11.12,8.56,186.00,7.00,2,손가락 펴기 (Open)
29.06,-5.75,-10.00,-27.81,-6.44,43.51,193.09,65.35,276.83,195.07,64.43,42.75,9.00,96.15,68.77,273.24,174.64,39.09,130.58,91.60,88.00,17.88,69.81,83.16,197.77,31.96,74.69,26.54,90.00,116.11,74.45,260.17,107.28,186.46,146.11,41.62,49.00,20.47,33.40,37.24,93.21,29.15,50.86,23.09,3.00,35.81,26.17,586.00,6.00,34.23,27.91,621.00,9.00,22.11,18.12,430.00,8.00,35.05,26.46,562.00,6.00,11.03,8.44,193.00,7.00,2,손가락 펴기 (Open)
22.25,-15.38,38.12,54.69,0.44,9.10,158.25,100.34,263.15,164.62,91.34,40.64,44.00,111.40,56.52,293.54,155.87,22.33,113.04,79.78,110.00,68.63,126.15,95.57,137.03,56.09,58.87,69.75,152.00,30.26,162.14,209.56,27.80,179.17,230.32,98.80,137.00,18.57,31.90,35.67,95.19,27.36,51.50,21.70,1.00,33.37,23.44,536.00,5.00,34.43,28.62,578.00,8.00,23.65,19.86,444.00,8.00,37.10,27.23,650.00,7.00,11.03,8.37,200.00,8.00,2,손가락 펴기 (Open)
