a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,label,action_name
312.00,572.00,130.00,551.00,26.00,40.18,49.10,184.00,72.44,119.85,74.39,71.77,148.00,22.34,46.27,235.24,277.14,140.18,108.59,96.29,82.00,65.20,41.56,112.61,69.43,64.85,141.06,53.80,126.00,87.83,39.00,311.72,260.23,69.55,288.06,188.20,150.00,9.57,5.58,11.49,64.63,44.04,47.36,24.02,57.00,2,손가락 펴기 (Open)
304.00,583.00,110.00,551.00,45.00,94.31,78.41,164.77,17.00,110.93,53.12,67.70,91.00,64.89,39.03,208.18,213.93,171.92,60.60,62.52,4.00,57.27,32.75,104.44,60.64,72.77,142.16,45.42,117.00,107.15,59.69,325.39,245.66,57.92,274.81,202.82,171.00,9.57,5.58,11.49,64.63,44.04,47.36,24.02,57.00,2,손가락 펴기 (Open)
281.00,572.00,145.00,638.00,48.00,100.18,85.37,170.68,21.21,104.26,57.86,63.15,98.00,75.80,49.56,217.49,206.79,161.28,70.12,58.41,15.00,54.40,28.61,100.76,61.98,69.07,145.17,49.04,122.00,76.92,51.20,274.18,288.78,103.23,287.25,230.58,226.00,14.58,19.69,5.95,68.35,58.68,38.68,35.62,42.00,2,손가락 펴기 (Open)
320.00,616.00,145.00,616.00,36.00,83.73,67.88,140.85,28.30,84.17,96.86,34.85,137.00,42.03,74.56,156.41,150.46,172.66,154.37,66.40,101.00,55.60,35.27,112.18,86.12,64.42,120.41,44.29,97.00,136.31,154.36,295.49,244.23,76.59,198.13,229.46,120.00,21.39,28.47,9.58,59.09,57.50,36.79,30.73,52.00,2,손가락 펴기 (Open)
336.00,649.00,140.00,583.00,24.00,90.72,83.23,151.65,45.79,68.48,81.72,55.41,113.00,133.21,171.92,224.79,81.02,74.66,122.97,92.49,3.00,45.13,12.26,67.48,106.21,28.17,87.63,77.08,51.00,83.21,115.65,240.50,297.90,131.59,143.38,265.03,65.00,19.61,27.25,11.17,60.83,61.17,33.91,31.06,56.00,2,손가락 펴기 (Open)
328.00,530.00,174.00,540.00,16.00,70.37,50.25,119.10,69.07,36.65,94.36,88.41,80.00,34.09,130.40,144.29,47.38,104.20,215.06,197.98,105.00,63.47,36.67,80.73,79.06,11.40,101.53,115.81,12.00,15.58,163.20,221.04,294.59,131.40,218.35,178.48,163.00,35.38,49.00,40.03,37.54,45.41,62.90,29.66,27.00,2,손가락 펴기 (Open)
320.00,572.00,105.00,510.00,42.00,54.01,38.32,116.58,84.96,44.32,71.16,66.69,104.00,63.41,182.05,187.89,47.38,53.74,155.90,134.94,39.00,41.44,18.20,96.92,60.21,33.22,125.98,139.90,13.00,88.51,236.19,290.13,222.45,58.41,212.70,250.32,90.00,26.61,40.46,37.98,44.65,52.53,69.62,31.52,18.00,2,손가락 펴기 (Open)
281.00,572.00,151.00,638.00,51.00,37.00,53.62,138.09,71.59,60.09,92.12,82.92,81.00,13.92,132.05,143.47,92.11,94.58,152.19,103.58,13.00,25.17,28.80,112.69,48.83,35.49,112.33,126.65,4.00,38.42,195.61,253.99,242.87,67.94,266.86,314.79,24.00,3.57,38.09,62.95,37.05,33.27,72.08,42.35,45.00,2,손가락 펴기 (Open)
312.00,594.00,168.00,605.00,24.00,30.39,61.57,143.52,64.66,53.27,89.19,79.43,89.00,20.06,121.15,154.73,108.41,72.70,128.38,110.79,20.00,63.17,10.42,117.52,28.07,73.49,114.84,114.92,42.00,102.01,237.68,323.68,162.48,34.94,176.45,241.33,119.00,4.94,39.84,64.25,35.06,32.12,70.34,40.55,43.00,2,손가락 펴기 (Open)
344.00,583.00,140.00,561.00,24.00,45.99,52.94,150.64,57.87,58.52,97.24,80.83,105.00,19.83,106.86,121.80,136.08,95.57,95.48,114.83,53.00,63.17,10.42,117.52,28.07,73.49,114.84,114.92,42.00,2.12,139.30,243.19,239.59,130.04,165.59,224.90,219.00,28.25,12.57,84.33,49.50,6.41,39.47,8.03,10.00,2,손가락 펴기 (Open)
328.00,551.00,145.00,572.00,31.00,69.64,64.98,174.50,35.85,34.63,73.78,70.61,81.00,62.53,71.31,115.76,161.38,61.60,131.36,127.56,10.00,47.48,26.51,106.83,38.90,96.09,86.88,100.72,13.00,75.41,83.89,279.51,210.32,134.74,110.55,203.98,142.00,20.46,12.59,76.24,56.22,15.36,37.83,0.97,1.00,2,손가락 펴기 (Open)
320.00,572.00,130.00,561.00,42.00,40.08,24.44,167.37,38.60,46.14,43.99,54.88,40.00,94.38,38.34,147.18,138.84,55.52,125.65,104.80,43.00,47.43,22.03,102.88,42.64,100.25,84.70,97.26,8.00,56.39,81.00,259.08,230.84,155.73,90.12,194.98,121.00,17.51,12.16,77.52,62.23,13.95,32.62,8.09,10.00,2,손가락 펴기 (Open)
320.00,605.00,145.00,594.00,39.00,44.65,39.03,153.11,52.33,61.33,50.44,49.91,24.00,69.87,65.03,129.40,166.01,30.79,149.89,78.04,76.00,45.97,21.23,98.53,45.97,101.27,83.06,101.82,13.00,50.33,73.54,257.67,228.85,151.50,99.78,202.92,132.00,17.51,12.16,77.52,62.23,13.95,32.62,8.09,10.00,2,손가락 펴기 (Open)
296.00,616.00,156.00,638.00,24.00,44.78,36.22,159.38,49.34,62.78,58.28,46.17,16.00,70.81,89.44,161.65,148.08,74.60,106.32,120.35,32.00,37.88,52.69,109.32,32.14,66.01,116.20,65.83,23.00,123.48,45.32,365.60,113.84,103.94,128.90,100.78,14.00,13.71,20.88,72.94,68.88,11.33,40.72,6.28,1.00,2,손가락 펴기 (Open)
352.00,540.00,156.00,572.00,22.00,47.51,43.19,177.90,15.03,37.45,101.64,35.26,32.00,52.89,98.24,126.37,189.71,97.49,88.58,162.89,11.00,37.88,52.69,109.32,32.14,66.01,116.20,65.83,23.00,46.55,62.11,318.94,115.52,49.25,205.85,40.62,63.00,13.59,33.40,82.62,60.90,4.83,37.77,9.88,15.00,2,손가락 펴기 (Open)
336.00,572.00,125.00,530.00,36.00,47.51,43.19,177.90,15.03,37.45,101.64,35.26,32.00,47.12,119.09,134.67,186.08,108.27,78.86,144.19,11.00,56.14,51.35,104.13,43.19,57.33,110.39,86.59,3.00,17.40,114.77,352.38,68.60,102.20,171.33,87.18,10.00,13.51,32.27,79.91,63.53,4.47,39.88,12.16,18.00,2,손가락 펴기 (Open)
296.00,594.00,135.00,594.00,39.00,52.93,55.88,174.46,22.67,49.49,107.86,43.47,16.00,59.85,100.24,112.73,207.96,129.86,59.81,133.33,33.00,51.27,47.25,99.70,47.01,52.51,113.57,89.63,8.00,30.85,93.02,312.34,100.40,126.12,184.27,130.11,33.00,22.63,39.64,81.69,58.52,16.87,26.88,12.23,5.00,2,손가락 펴기 (Open)
312.00,561.00,180.00,627.00,28.00,47.01,48.11,167.76,28.60,48.43,115.49,50.73,8.00,40.52,106.60,121.23,211.22,136.32,38.34,133.97,55.00,20.88,24.20,63.34,105.69,110.75,44.12,97.20,62.00,101.00,143.25,321.78,86.59,172.69,116.53,69.27,43.00,6.51,22.66,65.02,74.95,29.50,19.66,27.92,12.00,2,손가락 펴기 (Open)
328.00,561.00,156.00,561.00,16.00,18.75,47.51,131.25,68.01,94.04,77.26,3.75,55.00,29.89,102.91,114.48,222.01,144.43,44.75,129.02,44.00,31.88,34.26,73.14,102.36,111.13,53.63,89.03,51.00,57.33,68.32,245.91,162.36,244.19,43.18,89.64,120.00,25.69,21.02,53.41,74.53,46.01,24.21,5.81,20.00,2,손가락 펴기 (Open)
352.00,551.00,140.00,490.00,22.00,33.85,78.75,146.56,64.63,81.47,83.76,35.60,23.00,35.33,55.02,53.29,219.21,91.00,81.08,182.09,109.00,27.34,32.45,69.54,107.20,115.91,55.38,84.42,46.00,152.21,114.49,204.73,218.01,266.12,143.67,59.92,6.00,38.78,35.02,66.07,60.88,34.28,26.41,8.71,6.00,2,손가락 펴기 (Open)
281.00,530.00,130.00,583.00,48.00,45.37,46.45,93.39,119.34,130.19,80.93,88.68,32.00,152.97,68.40,136.03,101.64,118.87,42.78,65.15,10.00,22.15,38.16,73.99,105.22,109.84,59.86,94.41,56.00,152.21,114.49,204.73,218.01,266.12,143.67,59.92,6.00,25.24,24.79,51.90,70.72,47.10,49.61,31.53,18.00,2,손가락 펴기 (Open)
304.00,605.00,151.00,594.00,31.00,68.80,62.96,94.84,123.49,114.87,94.70,69.49,8.00,92.27,70.58,98.00,139.30,113.74,115.66,11.29,85.00,32.42,61.13,96.84,82.57,99.52,37.96,73.58,33.00,105.07,96.79,168.53,257.53,251.68,167.48,77.67,48.00,31.23,36.73,62.85,58.80,33.84,38.17,20.34,3.00,2,손가락 펴기 (Open)
336.00,627.00,130.00,594.00,51.00,53.29,47.12,79.24,138.97,124.16,110.67,64.40,8.00,90.27,125.02,146.35,107.42,160.87,93.70,43.76,30.00,12.58,45.99,92.76,81.50,74.53,17.70,61.07,8.00,93.84,164.26,224.55,215.24,186.02,86.10,39.33,36.00,39.25,45.47,70.83,53.25,33.34,38.89,24.04,12.00,2,손가락 펴기 (Open)
266.00,540.00,120.00,460.00,31.00,65.68,57.17,89.00,136.19,138.63,122.27,68.74,23.00,74.92,102.09,125.63,137.24,185.90,115.53,74.18,2.00,41.18,46.19,65.77,112.36,67.73,38.37,69.54,23.00,137.40,56.30,107.10,386.74,68.15,106.26,182.56,214.00,19.26,38.61,74.67,38.42,18.00,32.39,34.32,32.00,2,손가락 펴기 (Open)
252.00,520.00,151.00,530.00,18.00,112.54,84.95,85.61,195.83,143.03,128.54,49.48,37.00,61.90,131.39,176.78,133.42,214.84,42.06,46.04,72.00,57.98,41.95,52.13,114.98,52.44,22.82,57.30,6.00,191.44,128.96,174.63,379.01,23.89,49.78,128.47,139.00,13.77,42.60,80.65,33.94,23.93,37.06,32.32,26.00,2,손가락 펴기 (Open)
328.00,561.00,180.00,638.00,26.00,123.39,87.20,73.97,197.94,127.13,114.29,54.49,21.00,66.15,153.30,196.02,112.09,193.22,57.24,35.94,50.00,30.75,76.62,54.15,154.21,32.13,41.11,28.31,34.00,164.10,80.12,135.39,456.00,63.60,104.86,134.07,62.00,15.11,40.60,79.80,32.56,24.52,39.04,32.66,24.00,2,손가락 펴기 (Open)
378.00,649.00,180.00,744.00,24.00,113.62,121.17,122.14,247.35,111.45,67.71,97.87,29.00,119.94,100.64,226.51,167.48,198.65,119.57,82.74,48.00,47.84,109.57,39.81,163.78,14.87,10.20,58.63,1.00,264.66,217.98,289.22,486.66,176.77,79.77,125.75,234.00,13.99,45.83,75.22,38.01,19.88,43.56,37.03,17.00,2,손가락 펴기 (Open)
396.00,594.00,145.00,551.00,22.00,159.84,196.80,155.18,268.56,58.01,115.63,21.93,47.00,141.60,114.40,248.32,154.21,176.74,115.21,68.42,26.00,62.31,117.51,26.22,149.97,27.50,15.86,43.65,14.00,254.99,209.00,282.90,496.04,183.79,89.21,129.00,244.00,29.20,52.02,56.31,31.06,39.66,48.29,20.58,37.00,2,손가락 펴기 (Open)
320.00,561.00,151.00,572.00,26.00,159.84,196.80,155.18,268.56,58.01,115.63,21.93,47.00,99.29,70.43,240.51,192.30,160.78,146.88,73.64,18.00,68.24,116.63,21.67,147.63,23.61,16.31,49.11,8.00,233.19,203.16,294.22,504.00,193.04,81.67,131.39,222.00,42.19,49.99,57.70,18.11,38.06,36.29,32.78,24.00,2,손가락 펴기 (Open)
312.00,561.00,145.00,605.00,39.00,175.80,196.21,139.26,262.41,53.77,107.49,16.83,63.00,68.64,47.22,290.37,174.77,121.16,92.61,50.33,37.00,59.07,125.48,20.08,137.48,30.94,26.41,57.36,3.00,205.48,222.67,326.74,473.66,160.21,69.98,116.45,255.00,28.64,61.76,43.00,22.20,52.41,22.61,47.71,9.00,2,손가락 펴기 (Open)
328.00,649.00,92.00,540.00,61.00,154.67,213.79,147.75,240.16,75.55,84.99,35.32,87.00,122.40,80.20,226.67,282.70,32.71,96.89,102.29,146.00,60.65,188.82,47.58,126.32,39.21,42.19,61.09,61.00,190.37,254.55,335.51,461.62,171.83,97.58,140.03,223.00,31.95,100.30,37.51,24.70,42.62,49.55,21.98,48.00,2,손가락 펴기 (Open)
252.00,572.00,145.00,583.00,39.00,123.65,297.62,110.24,221.23,63.84,165.90,48.73,3.00,122.40,80.20,226.67,282.70,32.71,96.89,102.29,146.00,45.46,177.12,48.15,106.38,54.98,60.53,78.77,81.00,198.95,216.93,377.09,412.31,142.65,148.55,191.65,170.00,34.72,102.18,40.51,23.26,39.70,48.67,21.49,45.00,2,손가락 펴기 (Open)
296.00,572.00,162.00,627.00,28.00,123.65,297.62,110.24,221.23,63.84,165.90,48.73,3.00,120.11,91.10,206.11,304.58,17.89,80.40,97.88,124.00,24.18,184.53,74.94,111.95,64.73,54.61,51.79,54.00,198.49,221.98,405.52,400.66,175.63,133.92,159.42,203.00,23.72,103.83,37.55,33.53,34.46,54.95,18.98,34.00,2,손가락 펴기 (Open)
361.00,605.00,135.00,572.00,31.00,98.99,304.25,145.04,224.41,69.98,181.76,38.65,52.00,111.58,48.16,211.23,312.14,58.49,92.59,118.58,80.00,66.71,144.99,66.75,70.83,109.30,92.40,17.92,9.00,222.18,177.72,415.64,348.93,201.63,164.79,119.48,258.00,26.50,101.34,34.99,34.54,36.71,57.94,18.18,31.00,2,손가락 펴기 (Open)
336.00,616.00,105.00,540.00,42.00,93.92,311.02,143.18,232.30,62.02,174.20,33.34,44.00,103.58,25.51,169.26,365.77,53.05,42.08,75.76,135.00,117.14,95.83,116.86,106.25,106.77,48.21,50.89,60.00,239.60,156.76,436.44,341.85,213.54,143.82,126.76,237.00,48.77,75.94,20.17,59.44,18.20,41.51,39.08,57.00,2,손가락 펴기 (Open)
266.00,500.00,168.00,561.00,26.00,173.76,228.12,228.25,260.89,90.86,103.48,59.89,42.00,127.39,27.41,217.51,379.53,104.03,11.85,38.98,186.00,93.62,110.97,105.41,93.05,134.32,54.78,73.93,88.00,170.12,210.22,405.33,275.23,282.86,102.86,147.75,166.00,51.71,73.98,23.71,58.69,15.55,40.40,35.08,53.00,2,손가락 펴기 (Open)
328.00,627.00,145.00,638.00,39.00,127.21,252.88,209.42,220.79,134.55,114.80,100.81,89.00,63.31,86.59,228.88,289.82,166.21,108.74,73.76,283.00,87.03,110.43,117.32,107.21,127.07,40.63,65.39,73.00,115.99,226.96,446.50,259.07,277.03,94.20,149.85,221.00,48.41,71.87,18.08,67.60,7.13,33.09,26.95,44.00,2,손가락 펴기 (Open)
344.00,616.00,162.00,627.00,20.00,95.55,250.08,241.30,245.66,137.04,78.18,77.54,49.00,57.58,96.35,239.86,294.77,169.05,101.40,66.26,272.00,87.88,103.22,126.75,111.09,120.06,50.97,67.61,84.00,90.87,217.59,475.79,291.50,246.98,117.32,133.53,188.00,50.74,63.16,26.44,67.03,12.18,44.06,34.84,55.00,2,손가락 펴기 (Open)
352.00,551.00,140.00,572.00,42.00,90.51,239.14,254.82,257.74,121.35,93.66,79.66,65.00,125.41,101.34,217.81,230.20,244.78,132.30,84.90,196.00,93.36,93.28,125.89,101.98,129.74,47.23,69.41,74.00,100.77,236.41,477.82,288.46,230.98,139.23,118.65,166.00,57.04,54.19,34.17,58.03,16.68,38.72,31.32,46.00,2,손가락 펴기 (Open)
288.00,638.00,88.00,572.00,51.00,96.38,217.18,252.38,244.24,135.00,84.20,85.94,43.00,29.12,32.99,141.67,189.07,301.50,230.10,178.33,98.00,68.23,120.11,156.37,119.33,138.16,68.54,92.27,42.00,137.04,131.69,371.37,177.39,293.01,228.28,57.57,54.00,38.81,68.74,40.83,62.03,36.00,47.65,39.12,26.00,2,손가락 펴기 (Open)
281.00,551.00,135.00,561.00,36.00,118.50,196.37,225.09,221.38,149.74,76.03,68.00,72.00,23.04,26.47,112.45,158.86,315.44,208.21,147.96,129.00,53.94,125.57,166.77,107.48,150.04,52.73,76.88,58.00,165.85,126.24,350.91,175.01,264.26,221.05,71.92,85.00,21.08,73.37,58.60,45.65,36.61,29.87,25.23,44.00,2,손가락 펴기 (Open)
273.00,561.00,110.00,583.00,45.00,66.09,202.07,265.93,190.54,203.71,47.93,42.25,127.00,23.04,26.47,112.45,158.86,315.44,208.21,147.96,129.00,18.08,119.17,151.35,76.24,93.69,109.11,146.74,12.00,110.96,98.56,328.64,120.02,270.61,256.86,123.14,140.00,3.75,68.17,66.09,40.11,17.85,46.89,42.88,25.00,2,손가락 펴기 (Open)
328.00,583.00,186.00,627.00,31.00,16.14,181.28,257.21,148.00,198.52,92.03,75.80,77.00,44.70,91.27,57.79,96.25,304.25,165.15,191.49,63.00,14.59,122.58,156.91,70.26,96.40,111.47,152.19,18.00,53.34,54.87,211.88,169.00,156.74,139.87,14.81,23.00,7.55,62.70,62.19,47.10,22.64,44.46,35.93,32.00,2,손가락 펴기 (Open)
344.00,638.00,140.00,583.00,22.00,36.86,137.23,208.34,183.74,151.26,50.29,25.77,129.00,24.29,63.57,100.57,88.14,344.28,122.56,214.87,19.00,15.75,117.65,153.47,70.86,101.37,109.82,155.66,23.00,39.66,69.05,228.22,148.00,138.35,119.79,35.55,9.00,7.55,62.70,62.19,47.10,22.64,44.46,35.93,32.00,2,손가락 펴기 (Open)
344.00,572.00,156.00,638.00,28.00,15.06,161.06,225.89,169.19,133.47,58.23,2.81,153.00,32.11,68.14,103.47,77.16,336.53,132.37,212.34,30.00,16.53,121.76,151.45,75.80,102.94,105.39,157.61,28.00,58.84,134.86,199.77,204.86,111.06,124.30,30.50,57.00,9.49,61.42,61.75,45.10,20.65,46.39,34.74,34.00,2,손가락 펴기 (Open)
352.00,605.00,110.00,572.00,54.00,35.58,188.62,216.63,203.53,123.45,21.72,42.44,113.00,75.49,111.08,75.80,86.31,321.63,125.03,208.74,14.00,27.43,120.14,186.45,78.75,80.44,72.59,162.24,63.00,50.50,112.49,232.66,193.00,79.23,114.00,62.00,90.00,23.44,64.71,74.60,46.57,30.69,34.16,40.73,19.00,2,손가락 펴기 (Open)
288.00,605.00,135.00,627.00,54.00,4.43,190.66,255.59,188.22,85.96,18.42,81.12,73.00,35.47,79.27,119.72,51.09,277.94,159.32,197.16,58.00,32.91,91.04,174.86,40.00,38.44,70.45,161.42,106.00,79.56,131.99,208.11,112.38,69.69,65.03,142.50,177.00,18.23,58.48,69.35,39.85,29.80,34.52,42.64,12.00,2,손가락 펴기 (Open)
320.00,638.00,145.00,638.00,36.00,63.81,141.46,224.18,124.78,58.74,82.99,142.99,5.00,89.54,95.06,115.62,42.64,251.68,224.39,171.93,124.00,32.91,91.04,174.86,40.00,38.44,70.45,161.42,106.00,118.60,131.53,258.10,98.00,17.02,113.22,103.79,122.00,17.50,55.61,70.47,40.85,32.60,32.15,42.86,15.00,2,손가락 펴기 (Open)
344.00,616.00,168.00,605.00,18.00,109.94,94.08,261.57,112.22,19.46,66.45,110.99,53.00,125.60,97.21,159.16,29.15,219.36,201.08,200.49,80.00,38.88,86.09,179.75,44.94,43.87,76.27,157.75,112.00,108.18,144.82,243.19,76.00,30.50,133.64,101.43,100.00,22.05,51.70,80.47,50.29,26.91,42.11,39.07,5.00,2,손가락 펴기 (Open)
336.00,510.00,135.00,441.00,22.00,90.49,115.71,240.76,87.28,5.59,85.60,109.17,78.00,99.25,165.67,139.52,122.49,135.04,247.77,290.74,15.00,38.88,86.09,179.75,44.94,43.87,76.27,157.75,112.00,168.78,275.62,323.98,151.45,107.24,142.27,131.47,231.00,30.28,56.36,84.26,48.37,22.05,36.88,45.18,14.00,2,손가락 펴기 (Open)
266.00,540.00,125.00,540.00,45.00,89.27,152.78,265.15,107.42,67.50,21.28,101.94,8.00,153.67,240.08,213.69,149.84,139.12,172.26,215.62,61.00,54.05,99.04,160.09,30.00,40.98,74.15,137.99,132.00,168.78,275.62,323.98,151.45,107.24,142.27,131.47,231.00,27.29,53.40,86.21,51.35,19.05,37.77,48.00,17.00,2,손가락 펴기 (Open)
273.00,572.00,162.00,649.00,39.00,84.52,153.07,258.18,101.83,70.92,22.80,101.10,1.00,84.01,207.00,185.05,212.61,97.68,122.83,159.78,133.00,50.91,93.04,163.51,25.46,35.79,70.17,132.15,138.00,81.52,286.01,339.99,231.81,173.98,81.63,158.80,143.00,16.48,43.34,98.60,51.48,26.73,26.64,35.04,4.00,2,손가락 펴기 (Open)
344.00,638.00,140.00,583.00,31.00,70.54,165.42,253.92,112.43,81.31,10.37,109.39,17.00,73.02,212.09,194.06,217.35,108.66,120.85,164.01,122.00,50.61,89.57,160.92,22.20,39.98,75.15,136.22,133.00,131.05,239.59,285.20,220.00,220.19,113.63,206.95,88.00,20.91,44.15,98.08,59.41,25.28,18.73,28.15,4.00,2,손가락 펴기 (Open)
320.00,583.00,130.00,551.00,31.00,94.29,141.64,234.99,96.83,103.90,14.40,130.25,41.00,103.78,180.62,167.49,247.25,126.41,96.65,168.36,89.00,69.24,96.25,129.30,51.66,54.77,54.75,122.00,165.00,194.06,165.02,258.37,295.75,240.62,37.92,131.06,164.00,19.86,51.12,88.14,59.14,15.51,15.40,24.02,15.00,2,손가락 펴기 (Open)
296.00,551.00,135.00,561.00,31.00,149.04,117.35,187.28,146.15,113.56,49.68,74.54,15.00,103.78,180.62,167.49,247.25,126.41,96.65,168.36,89.00,73.95,100.86,128.30,53.14,50.14,53.47,121.87,160.00,201.36,159.53,267.41,296.73,229.62,45.31,141.53,153.00,16.69,40.12,96.75,48.17,8.49,24.55,28.45,26.00,2,손가락 펴기 (Open)
328.00,605.00,135.00,583.00,42.00,117.10,102.57,182.27,135.94,153.55,86.47,37.28,55.00,122.51,172.70,200.37,217.35,93.65,74.88,153.55,56.00,27.21,60.30,92.46,98.66,69.23,29.01,112.33,113.00,197.82,156.71,258.30,307.67,226.03,47.10,150.16,142.00,15.77,34.23,94.99,49.73,5.61,16.32,21.48,17.00,2,손가락 펴기 (Open)
304.00,616.00,151.00,661.00,45.00,109.40,84.33,161.09,158.81,146.82,78.42,54.30,32.00,118.85,144.01,180.40,253.39,99.72,109.38,118.28,9.00,16.17,61.09,77.46,102.79,54.60,41.31,119.41,129.00,229.60,89.45,296.11,333.26,163.05,129.52,131.54,242.00,19.73,33.91,103.75,41.11,6.52,16.44,13.74,8.00,2,손가락 펴기 (Open)
320.00,605.00,125.00,540.00,36.00,125.32,37.47,130.70,170.10,111.78,66.56,47.83,79.00,148.51,108.14,219.36,221.52,55.78,65.49,151.70,35.00,21.47,73.92,78.83,88.77,55.44,26.90,107.94,114.00,196.76,130.02,253.73,373.13,120.19,169.11,159.05,285.00,12.62,40.23,98.84,39.20,9.56,24.73,5.74,1.00,2,손가락 펴기 (Open)
296.00,561.00,135.00,561.00,31.00,101.69,62.57,115.53,200.17,81.99,51.84,73.39,111.00,127.84,130.11,203.71,238.17,52.99,54.10,173.26,57.00,33.14,29.22,30.72,118.11,30.96,46.60,62.57,63.00,137.54,190.42,248.60,401.25,153.27,153.29,100.58,219.00,12.62,40.23,98.84,39.20,9.56,24.73,5.74,1.00,2,손가락 펴기 (Open)
304.00,540.00,130.00,470.00,28.00,67.88,83.53,75.54,216.12,89.52,88.24,33.89,71.00,29.89,208.98,259.88,192.17,50.37,91.25,79.83,41.00,41.38,31.32,23.37,111.40,39.84,36.95,72.32,73.00,31.72,260.07,357.16,308.06,226.83,112.64,212.24,332.00,18.61,36.61,93.03,39.05,15.55,23.53,11.74,5.00,2,손가락 펴기 (Open)
288.00,572.00,162.00,616.00,36.00,22.59,99.94,73.49,169.01,134.45,45.67,89.62,127.00,29.89,208.98,259.88,192.17,50.37,91.25,79.83,41.00,38.06,25.94,21.23,116.04,44.38,34.54,78.22,79.00,13.89,262.41,370.48,294.40,208.09,128.04,191.24,310.00,26.28,39.00,92.32,31.06,14.17,19.31,5.40,3.00,2,손가락 펴기 (Open)
328.00,594.00,145.00,572.00,28.00,17.95,97.94,97.47,155.55,116.69,45.80,68.84,103.00,24.12,204.14,260.22,195.43,40.77,85.76,76.99,52.00,48.28,12.30,14.41,98.23,63.56,36.94,52.05,44.00,13.89,262.41,370.48,294.40,208.09,128.04,191.24,310.00,16.32,17.75,69.65,41.77,39.78,11.08,25.76,29.00,2,손가락 펴기 (Open)
312.00,572.00,145.00,594.00,33.00,28.89,115.60,90.29,135.43,128.20,39.89,59.37,79.00,41.37,173.56,230.88,226.92,70.44,117.56,77.51,19.00,57.24,22.22,18.82,89.05,54.69,40.28,55.38,54.00,19.66,229.82,337.70,315.24,240.49,152.08,178.86,277.00,33.85,4.67,53.36,29.73,35.07,23.29,6.39,8.00,2,손가락 펴기 (Open)
320.00,627.00,105.00,594.00,45.00,28.89,115.60,90.29,135.43,128.20,39.89,59.37,79.00,52.15,163.34,222.37,224.12,70.68,108.37,80.02,30.00,17.29,31.00,51.27,81.06,71.73,79.22,69.40,94.00,61.66,195.57,328.69,283.80,219.83,153.68,180.21,321.00,24.85,9.86,50.49,38.33,43.67,32.01,9.08,1.00,2,손가락 펴기 (Open)
320.00,572.00,162.00,594.00,33.00,5.78,102.42,71.88,116.78,125.63,63.88,50.88,103.00,95.61,151.89,239.46,181.60,31.26,123.91,62.07,14.00,11.69,36.89,55.44,75.06,66.06,74.42,68.13,88.00,71.23,195.45,338.20,275.80,212.27,144.77,183.13,310.00,12.61,24.60,35.73,37.34,36.48,26.96,7.06,14.00,2,손가락 펴기 (Open)
320.00,594.00,140.00,583.00,33.00,13.86,108.22,79.55,106.61,111.11,53.47,60.69,87.00,46.45,120.35,156.01,176.92,57.80,131.23,76.54,98.00,15.47,34.24,57.44,75.43,66.03,74.01,69.41,83.00,110.40,135.79,242.30,204.22,92.28,19.83,294.67,168.00,14.32,32.59,30.81,26.48,29.12,21.63,8.08,3.00,2,손가락 펴기 (Open)
328.00,616.00,135.00,583.00,42.00,48.15,54.08,22.37,67.42,76.12,89.02,120.13,25.00,103.42,79.89,155.68,103.09,62.32,173.74,84.96,22.00,22.53,38.30,67.42,65.49,56.78,67.70,63.55,93.00,153.16,110.08,270.06,162.86,80.87,33.55,251.95,211.00,12.00,32.27,28.59,27.20,26.20,19.04,10.98,0.00,2,손가락 펴기 (Open)
273.00,551.00,135.00,530.00,24.00,48.15,54.08,22.37,67.42,76.12,89.02,120.13,25.00,82.43,98.01,134.95,111.41,82.43,194.74,103.05,1.00,24.20,13.76,63.65,73.82,41.48,41.26,44.30,120.00,53.31,226.62,164.95,169.66,52.79,133.47,140.75,330.00,5.79,43.69,15.98,13.60,32.22,33.84,4.59,15.00,2,손가락 펴기 (Open)
296.00,510.00,151.00,530.00,22.00,36.41,93.47,25.63,67.42,40.82,72.01,84.30,73.00,57.98,223.30,126.69,60.90,142.27,138.46,26.83,129.00,15.58,24.76,53.34,83.67,50.12,32.20,35.61,131.00,69.68,270.87,185.05,123.15,81.96,115.30,179.05,277.00,12.16,52.54,21.17,11.05,37.64,29.18,4.42,6.00,2,손가락 펴기 (Open)
344.00,616.00,145.00,672.00,45.00,26.00,88.30,27.80,90.25,59.12,89.70,81.11,97.00,25.50,205.02,93.77,91.08,171.03,162.09,55.95,162.00,7.19,36.74,44.06,90.97,38.48,36.74,49.94,116.00,66.60,266.91,67.06,215.65,197.01,211.43,261.47,156.00,11.04,45.85,10.01,3.16,51.01,36.63,18.12,8.00,2,손가락 펴기 (Open)
