a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,label,action_name
361.00,672.00,110.00,627.00,61.00,58.53,139.32,92.58,124.46,38.19,26.88,81.54,32.00,95.74,263.85,128.50,173.77,216.35,42.86,87.01,41.00,27.57,38.41,35.39,112.70,53.52,38.41,74.77,91.00,119.90,323.83,93.24,193.38,195.35,150.66,234.27,222.00,39.63,64.16,36.63,31.14,55.58,6.85,16.44,22.00,2,손가락 펴기 (Open)
273.00,551.00,115.00,500.00,45.00,44.53,87.76,90.18,167.59,93.15,53.48,99.46,23.00,49.05,209.98,81.85,205.92,268.79,52.31,140.98,13.00,47.46,57.44,18.06,122.89,36.64,49.50,57.85,111.00,89.02,246.04,34.40,275.36,276.56,148.45,255.70,305.00,42.55,67.16,38.45,31.00,52.59,9.59,13.49,19.00,2,손가락 펴기 (Open)
245.00,520.00,151.00,520.00,16.00,94.52,88.31,148.88,205.10,90.65,16.91,104.12,36.00,88.24,150.46,142.49,283.92,269.07,43.80,61.75,83.00,47.46,57.44,18.06,122.89,36.64,49.50,57.85,111.00,195.18,234.66,171.96,292.50,233.36,76.13,181.10,164.00,25.13,52.88,58.13,60.00,50.49,34.17,16.02,10.00,2,손가락 펴기 (Open)
320.00,540.00,151.00,561.00,22.00,94.52,88.31,148.88,205.10,90.65,16.91,104.12,36.00,152.87,183.12,199.70,258.14,205.95,48.31,99.06,18.00,36.42,56.80,31.18,139.34,10.97,35.71,66.58,85.00,174.19,217.22,163.15,312.19,252.64,66.27,169.33,143.00,30.63,60.82,70.41,61.61,36.79,29.69,3.89,4.00,2,손가락 펴기 (Open)
352.00,616.00,135.00,594.00,48.00,49.21,40.56,190.10,248.56,80.59,41.66,57.56,20.00,101.94,128.49,208.09,311.17,177.17,103.28,135.27,37.00,36.42,56.80,31.18,139.34,10.97,35.71,66.58,85.00,143.67,184.77,188.29,324.78,230.53,97.23,196.90,176.00,18.44,43.90,73.40,78.26,29.96,42.46,17.29,21.00,2,손가락 펴기 (Open)
296.00,594.00,156.00,605.00,33.00,51.89,40.87,183.29,253.21,88.39,48.47,50.39,28.00,78.87,91.38,261.85,302.73,145.57,76.60,119.65,17.00,56.15,82.43,7.05,122.89,32.65,61.15,65.17,59.00,111.86,157.14,312.22,210.54,204.33,67.74,66.04,41.00,14.82,40.09,78.37,79.31,25.85,37.58,12.39,16.00,2,손가락 펴기 (Open)
312.00,572.00,135.00,551.00,31.00,56.66,58.57,180.77,234.31,103.97,59.72,26.63,52.00,78.87,91.38,261.85,302.73,145.57,76.60,119.65,17.00,29.72,69.65,33.72,101.86,54.05,84.51,64.14,32.00,83.68,108.61,313.68,257.86,151.26,132.72,2.86,24.00,19.40,40.60,76.16,84.17,21.65,35.23,8.84,11.00,2,손가락 펴기 (Open)
296.00,551.00,145.00,561.00,24.00,40.21,27.87,211.09,215.23,96.76,64.58,7.91,84.00,63.50,59.52,291.42,302.80,163.67,36.08,97.54,26.00,29.72,69.65,33.72,101.86,54.05,84.51,64.14,32.00,78.88,97.71,324.31,251.22,161.25,125.33,13.11,13.00,23.40,38.41,78.94,85.16,21.06,34.04,10.45,15.00,2,손가락 펴기 (Open)
352.00,594.00,162.00,605.00,31.00,71.24,56.34,188.04,249.65,60.22,62.08,47.54,124.00,75.79,81.29,271.48,324.75,151.93,16.14,84.05,48.00,45.36,53.84,47.88,90.27,70.46,93.01,75.21,49.00,86.98,106.69,317.77,260.19,161.35,126.69,23.95,2.00,25.24,36.48,80.79,83.24,22.96,35.77,10.23,13.00,3,엄지 굽히기 (Thumb Flex)
304.00,551.00,140.00,540.00,22.00,55.31,53.75,178.83,257.60,48.34,55.81,62.86,140.00,34.57,51.37,277.42,328.47,76.84,75.83,49.25,124.00,75.39,24.27,78.00,66.89,57.55,58.92,44.63,14.00,39.05,109.57,292.91,294.28,114.68,173.53,75.74,52.00,44.62,20.16,84.19,80.00,19.35,15.02,21.43,36.00,3,엄지 굽히기 (Thumb Flex)
320.00,561.00,135.00,572.00,36.00,55.31,53.75,178.83,257.60,48.34,55.81,62.86,140.00,34.60,61.01,268.47,339.32,79.49,66.85,52.95,113.00,59.74,34.59,82.87,46.10,82.28,37.49,20.15,13.00,19.77,129.47,270.91,310.64,134.01,153.04,58.13,30.00,42.59,19.35,86.54,77.00,22.35,15.08,23.51,39.00,3,엄지 굽히기 (Thumb Flex)
312.00,583.00,151.00,627.00,39.00,49.32,61.75,177.35,253.53,56.33,48.16,67.27,148.00,33.83,71.51,259.13,337.75,88.16,69.07,45.40,124.00,61.30,36.17,71.88,54.92,90.02,39.75,9.99,24.00,63.01,90.16,290.37,340.90,138.32,142.35,56.46,14.00,41.06,14.73,91.79,77.23,21.03,11.00,21.75,33.00,3,엄지 굽히기 (Thumb Flex)
336.00,605.00,156.00,627.00,31.00,52.97,56.28,170.61,260.50,59.53,45.13,69.63,156.00,32.32,77.44,261.28,326.84,79.03,75.00,55.28,113.00,61.53,55.59,65.58,46.87,99.26,22.61,30.88,3.00,105.93,91.30,266.04,372.71,175.36,119.36,41.61,30.00,40.28,25.73,93.50,66.27,31.22,2.43,26.47,22.00,3,엄지 굽히기 (Thumb Flex)
328.00,572.00,125.00,500.00,26.00,81.83,81.93,128.87,238.80,103.97,52.74,90.39,101.00,44.35,83.29,240.63,324.75,86.40,95.80,76.28,92.00,64.36,46.93,57.28,56.72,109.14,12.65,40.46,7.00,82.14,66.86,295.83,393.16,199.58,92.27,44.57,60.00,40.97,24.33,91.53,66.12,32.55,1.96,28.21,20.00,3,엄지 굽히기 (Thumb Flex)
288.00,561.00,125.00,572.00,42.00,78.43,73.94,125.63,246.45,110.08,52.72,97.54,93.00,93.85,132.02,216.73,273.89,35.82,63.97,34.60,143.00,84.34,48.61,37.43,58.52,105.83,36.75,25.18,19.00,106.37,108.83,287.09,364.44,195.94,53.11,62.86,102.00,56.71,32.13,82.38,46.17,44.67,21.07,8.60,40.00,3,엄지 굽히기 (Thumb Flex)
296.00,551.00,168.00,594.00,28.00,91.94,54.13,77.63,237.12,131.92,91.59,49.68,141.00,33.83,83.78,176.49,276.37,67.93,107.30,66.74,208.00,61.94,29.61,32.98,80.81,127.33,52.83,36.40,42.00,104.95,79.21,223.36,309.59,128.34,80.73,117.38,180.00,39.99,15.22,71.07,47.80,60.42,35.75,8.41,57.00,3,엄지 굽히기 (Thumb Flex)
336.00,627.00,135.00,627.00,42.00,113.11,73.35,71.71,212.25,107.87,68.47,74.00,116.00,41.20,102.00,132.05,232.02,41.41,63.87,23.02,163.00,37.26,4.61,17.16,89.47,112.40,54.74,15.74,17.00,104.95,79.21,223.36,309.59,128.34,80.73,117.38,180.00,21.53,11.21,52.86,29.97,62.17,33.44,11.51,38.00,3,엄지 굽히기 (Thumb Flex)
312.00,561.00,168.00,594.00,20.00,74.45,36.13,40.79,211.61,111.52,66.88,108.71,77.00,32.27,92.13,134.48,234.08,49.84,60.28,13.02,153.00,30.61,49.73,36.32,49.40,92.08,25.52,66.82,70.00,43.24,15.22,235.62,259.73,149.16,76.11,129.54,86.00,16.68,36.13,57.23,29.55,37.62,19.72,13.68,63.00,3,엄지 굽히기 (Thumb Flex)
352.00,605.00,110.00,530.00,31.00,38.52,100.53,68.55,105.22,14.11,59.91,81.69,184.00,53.24,53.91,86.31,152.51,55.24,77.37,97.29,238.00,16.53,33.08,46.01,86.98,53.40,33.59,106.93,111.00,40.11,24.26,228.24,250.60,155.26,66.30,121.86,96.00,9.83,27.03,42.23,16.97,31.13,12.39,28.40,78.00,3,엄지 굽히기 (Thumb Flex)
304.00,540.00,151.00,605.00,36.00,22.58,86.33,61.69,108.81,2.70,64.77,93.45,200.00,53.24,53.91,86.31,152.51,55.24,77.37,97.29,238.00,16.53,33.08,46.01,86.98,53.40,33.59,106.93,111.00,39.58,58.63,188.99,271.82,113.78,105.96,164.12,52.00,15.04,34.33,39.16,28.64,21.49,24.53,17.75,64.00,3,엄지 굽히기 (Thumb Flex)
328.00,605.00,130.00,583.00,54.00,6.64,83.33,81.26,86.16,25.03,76.53,70.81,176.00,46.90,43.13,92.54,142.24,58.36,85.29,90.26,227.00,17.57,38.05,46.62,82.22,55.26,30.73,109.91,116.00,39.12,55.26,187.92,262.67,114.39,111.07,175.01,41.00,18.63,40.32,44.65,31.62,27.43,19.24,20.06,70.00,3,엄지 굽히기 (Thumb Flex)
281.00,605.00,151.00,627.00,33.00,20.11,94.68,93.62,81.79,22.25,61.69,85.81,191.00,49.52,49.85,98.52,146.70,69.36,96.27,88.13,216.00,18.07,41.41,42.50,83.93,50.26,35.60,108.71,111.00,34.68,47.23,208.89,250.93,135.62,107.59,194.27,19.00,18.63,40.32,44.65,31.62,27.43,19.24,20.06,70.00,3,엄지 굽히기 (Thumb Flex)
320.00,594.00,120.00,540.00,36.00,12.25,86.75,95.25,73.98,30.06,55.39,93.24,199.00,53.32,53.72,120.05,127.26,64.00,83.25,85.20,238.00,21.65,43.99,30.68,98.03,57.30,24.44,107.16,126.00,39.27,56.53,202.13,260.50,142.43,99.64,201.55,8.00,19.26,40.85,42.95,29.07,23.71,22.31,19.45,75.00,3,엄지 굽히기 (Thumb Flex)
281.00,561.00,135.00,594.00,26.00,25.90,96.54,80.44,78.79,40.27,56.26,104.68,214.00,54.14,50.65,122.47,122.54,55.29,81.30,89.56,228.00,25.65,40.74,35.87,95.34,63.26,25.15,111.67,116.00,22.73,26.39,187.40,277.97,130.50,66.64,215.13,25.00,19.09,39.72,40.96,30.87,25.57,20.31,20.29,73.00,3,엄지 굽히기 (Thumb Flex)
352.00,605.00,145.00,616.00,39.00,25.90,96.54,80.44,78.79,40.27,56.26,104.68,214.00,52.87,41.79,114.11,132.50,64.56,90.31,81.27,239.00,33.56,27.95,52.43,78.85,47.36,36.62,98.91,133.00,21.59,26.94,176.40,287.06,141.41,74.98,214.28,14.00,17.39,31.93,37.81,35.00,26.48,26.73,15.07,81.00,3,엄지 굽히기 (Thumb Flex)
328.00,594.00,156.00,616.00,33.00,25.50,114.97,69.51,91.21,64.18,33.01,104.34,190.00,53.38,3.49,77.41,155.08,82.03,49.07,122.37,196.00,32.11,43.88,51.61,76.16,50.42,52.51,84.28,149.00,73.82,100.19,162.60,253.00,122.81,99.95,201.99,90.00,16.71,23.10,46.74,27.02,15.63,26.36,24.72,70.00,3,엄지 굽히기 (Thumb Flex)
320.00,594.00,130.00,572.00,28.00,25.50,114.97,69.51,91.21,64.18,33.01,104.34,190.00,63.72,36.25,92.34,130.97,51.17,68.82,89.88,229.00,29.80,40.22,46.83,81.15,55.41,55.80,79.29,154.00,73.82,100.19,162.60,253.00,122.81,99.95,201.99,90.00,19.39,24.57,40.54,33.62,12.85,33.23,32.72,62.00,3,엄지 굽히기 (Thumb Flex)
304.00,561.00,120.00,540.00,39.00,18.06,110.48,73.43,96.33,69.70,31.34,98.27,198.00,63.45,25.09,71.19,148.00,57.10,73.63,72.79,251.00,22.90,50.96,35.44,85.07,50.97,64.66,109.11,123.00,82.98,123.46,122.11,239.03,90.85,67.91,269.60,3.00,19.39,24.57,40.54,33.62,12.85,33.23,32.72,62.00,3,엄지 굽히기 (Thumb Flex)
296.00,594.00,140.00,605.00,42.00,21.99,125.40,59.86,71.55,36.67,67.10,136.60,158.00,69.87,32.61,71.22,141.74,46.14,78.72,77.80,240.00,28.47,66.87,50.64,70.01,35.62,49.34,96.62,139.00,102.79,145.25,141.02,217.04,70.55,51.27,247.98,25.00,9.10,35.11,29.56,43.46,8.49,29.89,26.22,73.00,3,엄지 굽히기 (Thumb Flex)
312.00,605.00,156.00,638.00,31.00,37.10,140.96,45.16,57.69,32.73,53.42,120.80,174.00,43.60,3.27,41.09,170.39,48.05,111.05,88.78,207.00,36.66,47.30,40.12,86.45,27.33,25.28,87.61,170.00,35.22,91.93,93.56,259.33,97.29,86.87,115.90,163.00,4.21,39.47,27.75,41.76,3.83,27.16,27.08,68.00,3,엄지 굽히기 (Thumb Flex)
336.00,561.00,151.00,583.00,26.00,29.02,103.61,87.40,50.60,21.28,65.64,84.11,222.00,43.60,3.27,41.09,170.39,48.05,111.05,88.78,207.00,61.05,61.03,64.92,69.07,3.72,31.99,84.64,144.00,45.50,101.57,104.53,250.20,88.97,79.77,123.61,152.00,20.19,37.85,18.30,57.27,13.06,12.63,29.64,52.00,3,엄지 굽히기 (Thumb Flex)
328.00,572.00,145.00,551.00,20.00,59.20,109.30,94.57,22.63,41.93,34.30,98.68,190.00,22.69,24.23,50.12,151.95,59.05,116.45,85.73,186.00,38.33,38.05,54.62,89.00,19.30,37.60,79.62,121.00,30.91,62.02,93.49,276.88,111.64,95.58,146.39,109.00,27.71,44.36,10.35,56.14,11.10,20.59,30.36,60.00,3,엄지 굽히기 (Thumb Flex)
352.00,561.00,162.00,561.00,28.00,75.04,123.84,84.05,16.00,30.87,48.93,96.29,206.00,88.11,52.29,21.48,131.46,65.84,106.84,84.33,120.00,62.61,60.91,37.57,103.71,38.51,41.11,71.46,94.00,88.62,77.95,155.85,232.00,53.93,33.14,141.96,175.00,39.54,58.10,12.44,42.19,4.72,15.74,25.04,46.00,3,엄지 굽히기 (Thumb Flex)
320.00,616.00,135.00,605.00,45.00,82.08,131.30,76.34,24.00,27.25,46.09,94.04,198.00,45.84,23.76,38.48,186.32,60.50,86.80,100.05,65.00,44.22,58.28,70.55,81.02,48.34,44.01,61.95,61.00,77.71,67.00,149.47,240.87,58.71,22.51,148.08,186.00,29.82,48.16,14.23,46.96,23.68,38.13,24.80,21.00,3,엄지 굽히기 (Thumb Flex)
320.00,594.00,162.00,627.00,33.00,65.93,121.64,85.99,40.00,4.98,67.59,79.31,166.00,48.79,14.67,32.58,187.30,53.02,78.67,102.54,54.00,65.22,32.22,70.74,49.04,50.29,57.06,61.78,9.00,49.05,61.55,218.75,200.66,39.78,108.98,83.40,89.00,30.58,49.33,15.63,45.18,23.36,36.40,24.64,23.00,3,엄지 굽히기 (Thumb Flex)
320.00,561.00,145.00,561.00,26.00,66.86,113.35,96.94,32.98,17.27,83.45,70.10,150.00,53.32,35.67,23.89,166.46,33.36,57.67,102.36,33.00,62.92,36.30,64.74,54.82,47.20,57.13,62.30,3.00,24.67,17.63,183.36,243.82,74.22,138.66,62.63,45.00,24.31,39.46,21.30,50.61,32.44,35.22,29.59,33.00,3,엄지 굽히기 (Thumb Flex)
328.00,594.00,125.00,551.00,33.00,66.86,113.35,96.94,32.98,17.27,83.45,70.10,150.00,46.00,28.96,34.45,165.37,35.80,50.49,99.67,22.00,63.33,41.30,62.94,53.76,52.19,60.55,63.76,8.00,33.50,25.11,195.56,240.25,82.68,139.81,84.77,77.00,14.83,25.14,41.37,36.36,23.65,24.74,15.15,12.00,3,엄지 굽히기 (Thumb Flex)
320.00,605.00,145.00,638.00,42.00,54.92,80.92,103.38,56.86,25.17,87.89,33.97,111.00,46.00,28.96,34.45,165.37,35.80,50.49,99.67,22.00,66.49,45.66,67.54,47.85,50.69,54.55,59.94,2.00,30.85,14.52,184.59,251.24,93.66,148.81,95.43,88.00,19.35,23.99,40.72,44.28,32.01,18.07,11.42,3.00,3,엄지 굽히기 (Thumb Flex)
328.00,594.00,151.00,616.00,31.00,52.51,80.73,97.67,52.77,25.94,91.63,41.88,119.00,46.00,28.96,34.45,165.37,35.80,50.49,99.67,22.00,44.11,53.29,43.25,51.89,78.38,39.22,36.61,29.00,90.55,71.24,176.67,259.28,99.49,75.69,23.55,12.00,14.97,27.57,36.08,46.65,35.49,13.11,10.14,2.00,3,엄지 굽히기 (Thumb Flex)
328.00,627.00,115.00,605.00,45.00,45.47,119.29,56.57,24.00,21.62,47.77,12.33,72.00,111.16,38.89,100.17,99.61,48.48,116.15,37.35,44.00,61.73,34.19,38.43,70.52,93.29,53.00,22.57,49.00,101.53,80.57,187.26,248.65,88.53,80.57,30.36,23.00,33.83,8.76,51.40,31.89,33.93,11.54,17.51,21.00,3,엄지 굽히기 (Thumb Flex)
304.00,561.00,145.00,572.00,33.00,67.08,74.80,62.91,24.00,56.85,12.83,58.44,24.00,75.40,24.36,95.08,104.36,59.82,148.84,9.42,88.00,61.73,34.19,38.43,70.52,93.29,53.00,22.57,49.00,64.77,81.11,164.00,263.59,86.37,81.11,62.96,67.00,28.18,12.90,52.46,27.66,29.14,17.54,21.57,27.00,3,엄지 굽히기 (Thumb Flex)
328.00,616.00,140.00,583.00,33.00,67.08,74.80,62.91,24.00,56.85,12.83,58.44,24.00,86.42,7.12,74.18,125.42,52.20,153.84,27.57,110.00,76.84,31.95,29.32,55.54,77.46,64.10,8.54,65.00,59.20,111.23,187.66,233.94,54.29,101.12,47.97,34.00,28.18,12.90,52.46,27.66,29.14,17.54,21.57,27.00,3,엄지 굽히기 (Thumb Flex)
328.00,616.00,151.00,649.00,45.00,59.08,71.37,70.69,32.00,64.28,5.07,52.35,32.00,94.22,16.60,61.25,132.91,73.79,165.26,17.84,88.00,62.13,20.45,20.78,66.71,68.85,68.95,13.86,86.00,71.45,52.23,124.01,278.29,59.54,178.12,98.86,43.00,38.25,26.67,45.91,21.02,32.53,24.75,26.59,10.00,3,엄지 굽히기 (Thumb Flex)
320.00,583.00,130.00,530.00,28.00,45.12,56.92,75.03,35.78,54.65,18.54,60.70,16.00,98.49,33.71,77.12,113.25,64.94,143.68,21.53,110.00,60.25,13.40,12.26,59.41,61.39,73.43,8.63,76.00,68.56,50.14,120.83,285.81,68.86,185.31,108.82,53.00,35.06,16.97,37.52,32.02,26.69,35.75,36.42,1.00,3,엄지 굽히기 (Thumb Flex)
296.00,583.00,125.00,530.00,31.00,45.12,56.92,75.03,35.78,54.65,18.54,60.70,16.00,100.04,31.67,67.78,118.98,73.96,134.59,27.20,121.00,57.86,28.19,26.61,71.03,47.90,88.02,19.33,61.00,109.78,47.43,46.96,339.43,99.26,197.37,43.29,22.00,39.21,18.71,27.63,33.53,37.69,29.02,25.42,10.00,3,엄지 굽히기 (Thumb Flex)
273.00,530.00,145.00,583.00,36.00,65.10,83.02,111.92,63.63,19.50,47.23,75.97,55.00,154.82,99.64,110.88,70.23,44.94,164.44,70.92,46.00,54.25,37.44,30.70,65.30,47.80,78.98,8.36,72.00,163.44,75.02,44.83,307.19,53.62,149.22,80.53,33.00,35.39,14.06,27.38,38.33,39.87,30.73,20.90,15.00,3,엄지 굽히기 (Thumb Flex)
336.00,627.00,135.00,594.00,36.00,65.10,83.02,111.92,63.63,19.50,47.23,75.97,55.00,90.55,55.71,63.80,134.16,110.89,167.50,136.92,20.00,46.60,44.83,24.99,51.61,62.33,82.74,24.15,56.00,152.70,74.70,34.18,316.59,59.19,138.45,87.60,44.00,26.22,5.76,18.78,42.06,46.74,21.65,28.34,5.00,3,엄지 굽히기 (Thumb Flex)
320.00,616.00,151.00,661.00,42.00,65.89,78.46,105.04,56.86,27.50,50.81,83.91,63.00,46.90,84.51,98.12,133.51,101.32,193.83,98.00,24.00,50.86,46.05,30.75,48.37,66.64,80.30,29.59,50.00,89.87,172.63,111.73,276.93,53.81,218.51,114.40,66.00,4.73,23.78,10.92,25.00,28.51,43.27,24.69,27.00,3,엄지 굽히기 (Thumb Flex)
320.00,572.00,145.00,561.00,18.00,66.27,47.77,81.23,79.40,33.09,66.40,53.81,31.00,38.10,95.40,107.03,122.64,91.30,182.84,104.57,13.00,35.35,32.38,24.58,63.69,62.95,64.97,43.31,33.00,89.87,172.63,111.73,276.93,53.81,218.51,114.40,66.00,14.71,16.09,1.87,33.54,33.62,49.99,31.84,37.00,3,엄지 굽히기 (Thumb Flex)
344.00,572.00,130.00,561.00,33.00,73.49,70.39,73.72,68.01,56.44,90.37,41.55,7.00,69.67,76.97,123.64,136.88,65.35,153.00,124.55,31.00,30.39,27.38,29.15,61.98,67.74,69.79,40.38,38.00,73.35,165.23,137.58,272.12,85.32,244.80,70.41,22.00,26.30,20.90,13.33,30.15,22.32,51.08,20.50,25.00,3,엄지 굽히기 (Thumb Flex)
312.00,572.00,145.00,605.00,42.00,67.64,66.87,81.54,60.54,58.67,96.39,43.02,1.00,85.01,91.23,145.38,117.89,51.91,151.48,121.14,9.00,14.59,19.62,42.78,46.10,58.63,63.06,46.59,21.00,65.47,180.89,158.27,250.13,68.42,222.86,91.29,44.00,19.46,11.96,12.03,39.12,24.34,58.83,11.50,16.00,3,엄지 굽히기 (Thumb Flex)
312.00,583.00,168.00,638.00,36.00,60.34,70.25,86.29,57.97,64.80,95.98,38.56,7.00,77.43,69.24,141.51,131.14,30.12,136.87,129.87,13.00,33.66,18.77,50.88,42.19,75.95,76.78,55.12,2.00,126.33,104.06,171.00,259.35,121.29,171.81,158.92,121.00,18.76,7.06,21.95,39.62,14.34,49.34,21.18,26.00,3,엄지 굽히기 (Thumb Flex)
336.00,605.00,135.00,551.00,24.00,68.33,62.64,90.43,50.29,71.85,101.74,32.68,15.00,80.04,62.13,151.29,123.04,34.15,147.80,121.60,2.00,41.53,19.69,60.73,32.25,67.72,66.79,54.12,8.00,126.33,104.06,171.00,259.35,121.29,171.81,158.92,121.00,15.66,6.07,19.45,48.51,13.98,46.27,29.14,35.00,3,엄지 굽히기 (Thumb Flex)
328.00,583.00,151.00,616.00,24.00,75.90,55.55,98.30,48.51,72.86,93.74,40.09,7.00,67.99,62.76,135.52,139.31,27.26,165.52,101.26,20.00,45.15,18.00,62.40,32.06,66.47,71.25,52.17,2.00,105.89,104.45,163.88,266.05,128.29,153.71,151.30,99.00,17.52,18.33,36.48,54.12,4.37,40.32,21.05,17.00,3,엄지 굽히기 (Thumb Flex)
344.00,561.00,140.00,572.00,36.00,88.73,53.53,102.96,64.38,57.32,105.15,24.12,23.00,48.60,52.50,152.35,121.20,58.79,162.49,134.25,13.00,43.10,27.54,71.04,21.10,55.81,72.96,46.14,9.00,81.94,84.84,200.48,225.20,84.30,197.37,153.00,143.00,16.91,16.77,33.78,58.60,6.77,36.48,22.96,12.00,3,엄지 굽히기 (Thumb Flex)
320.00,616.00,151.00,638.00,42.00,84.52,48.08,108.88,64.01,52.78,105.96,17.35,31.00,41.73,45.15,163.06,111.51,53.43,154.83,124.03,2.00,46.36,14.45,44.82,39.96,43.94,62.11,29.57,45.00,87.43,114.35,175.43,240.44,78.57,219.53,149.66,176.00,15.93,15.26,32.00,57.38,6.52,33.48,25.36,9.00,3,엄지 굽히기 (Thumb Flex)
328.00,638.00,151.00,649.00,33.00,90.63,72.01,88.09,40.01,69.76,93.47,21.81,55.00,113.86,121.87,168.14,99.46,120.14,77.96,88.53,75.00,47.36,20.44,48.50,37.16,38.38,66.63,32.24,39.00,114.46,187.85,215.91,178.93,28.09,232.06,192.30,99.00,15.93,15.26,32.00,57.38,6.52,33.48,25.36,9.00,3,엄지 굽히기 (Thumb Flex)
320.00,540.00,156.00,551.00,18.00,91.02,66.21,86.89,40.61,76.79,85.99,29.40,63.00,41.52,82.85,92.76,174.39,179.66,53.09,131.36,151.00,47.46,33.64,63.90,23.43,51.13,50.74,21.50,55.00,109.06,173.24,185.82,202.43,15.87,261.19,221.98,67.00,8.33,6.68,32.66,64.64,10.51,37.41,40.21,6.00,3,엄지 굽히기 (Thumb Flex)
344.00,594.00,130.00,540.00,33.00,84.74,67.86,102.34,56.44,77.20,71.59,45.33,79.00,33.11,97.12,83.10,178.51,183.88,34.90,110.64,129.00,55.88,33.26,64.14,18.97,52.20,41.44,14.42,76.00,179.70,237.30,213.80,157.28,119.60,165.26,113.13,176.00,12.95,17.91,44.61,55.23,8.86,26.29,30.27,6.00,3,엄지 굽히기 (Thumb Flex)
312.00,583.00,168.00,638.00,36.00,90.16,72.45,97.80,56.01,70.37,69.75,52.59,87.00,33.11,97.12,83.10,178.51,183.88,34.90,110.64,129.00,32.04,17.66,28.23,56.32,31.67,69.23,39.56,114.00,77.40,129.50,107.49,264.76,195.62,183.27,51.35,284.00,11.49,12.00,41.54,60.88,16.81,18.87,27.49,14.00,3,엄지 굽히기 (Thumb Flex)
344.00,627.00,151.00,638.00,33.00,49.63,25.59,80.66,8.06,40.98,104.86,92.84,135.00,34.43,73.40,47.40,194.10,165.88,72.54,152.00,173.00,26.01,27.09,17.89,64.50,57.12,44.48,27.51,88.00,32.26,101.72,141.16,278.28,239.34,87.26,93.32,176.00,12.65,12.47,43.09,59.55,16.31,19.61,27.22,12.00,3,엄지 굽히기 (Thumb Flex)
328.00,561.00,145.00,561.00,28.00,21.17,33.25,32.29,56.57,33.06,52.29,67.70,80.00,53.45,91.32,67.30,167.06,143.47,66.01,129.54,142.00,26.01,27.09,17.89,64.50,57.12,44.48,27.51,88.00,20.15,83.68,120.51,299.23,260.75,65.34,108.55,154.00,6.78,6.44,36.32,65.80,23.41,18.40,24.48,4.00,3,엄지 굽히기 (Thumb Flex)
320.00,561.00,156.00,605.00,24.00,25.82,20.31,47.58,56.57,29.93,49.03,73.41,64.00,60.62,25.38,32.87,209.48,84.31,122.29,124.36,76.00,23.53,21.49,34.15,57.07,47.79,55.96,43.99,67.00,20.72,94.63,121.13,296.18,262.84,59.02,113.75,143.00,8.08,6.07,40.71,59.48,17.15,27.84,32.73,16.00,3,엄지 굽히기 (Thumb Flex)
361.00,627.00,135.00,605.00,39.00,23.70,44.88,58.03,17.00,19.26,82.39,107.89,23.00,51.08,34.50,22.14,217.08,87.34,132.50,130.70,65.00,29.30,33.23,38.63,41.48,31.97,71.95,59.92,51.00,61.07,72.92,172.49,242.55,219.08,90.78,133.74,87.00,10.10,7.94,43.69,56.82,14.90,24.96,29.86,13.00,3,엄지 굽히기 (Thumb Flex)
328.00,616.00,135.00,616.00,51.00,28.72,47.97,65.84,21.93,23.29,74.87,99.91,31.00,11.12,63.17,34.99,250.23,43.46,121.47,95.33,109.00,38.24,43.05,48.60,40.01,38.34,65.03,50.50,61.00,6.66,55.04,141.76,265.19,170.58,145.60,153.32,32.00,29.90,33.61,46.97,50.36,20.05,30.70,4.21,20.00,3,엄지 굽히기 (Thumb Flex)
288.00,540.00,180.00,583.00,18.00,52.04,84.12,78.04,44.01,78.60,72.87,50.00,87.00,41.74,63.84,21.79,270.98,39.82,144.27,66.52,141.00,11.77,43.22,57.92,10.05,50.39,84.93,37.57,111.00,18.25,44.97,157.42,246.35,168.27,132.11,151.70,54.00,15.01,22.21,32.03,65.28,31.71,45.70,19.07,35.00,3,엄지 굽히기 (Thumb Flex)
336.00,561.00,151.00,551.00,22.00,28.48,60.86,54.74,41.77,88.85,95.22,43.98,111.00,52.48,73.64,32.65,279.12,28.91,133.32,77.41,130.00,17.41,49.15,63.74,11.18,52.97,78.96,33.70,105.00,35.93,95.70,111.29,279.03,119.05,151.86,179.37,108.00,10.85,31.63,32.59,70.01,39.48,34.37,6.47,15.00,3,엄지 굽히기 (Thumb Flex)
328.00,561.00,130.00,530.00,31.00,12.80,55.14,55.41,57.56,98.90,81.20,40.56,95.00,71.83,94.61,47.60,265.05,44.41,148.28,56.44,152.00,26.73,29.43,68.75,48.26,90.85,55.43,19.69,67.00,142.44,196.05,174.50,211.18,214.51,53.43,99.64,0.00,15.52,36.63,37.58,65.39,34.66,32.71,5.02,20.00,3,엄지 굽히기 (Thumb Flex)
